#                     Fission barriers calculated with the ETFSI model 
#  Z   A El      cin      hin      ain      Bin     Bexp      cout     hout     aout     Bout    Bexp
#                                          [MeV]    [MeV]                               [MeV]    [MeV]
#-----------------------------------------------------------------------------------------------------
  90 268 Th      1.43     0.00     0.00    10.40              1.81     0.08     0.00    16.10         
  90 269 Th      1.50    -0.07     0.00    10.90              2.14    -0.12     0.45    18.10         
  90 270 Th      1.43     0.01     0.00    11.80              1.81     0.08     0.00    17.40         
  90 271 Th      1.43    -0.01     0.00    12.60              1.81     0.08     0.00    18.30         
  90 272 Th      1.53    -0.04     0.00    13.20              1.93     0.07     0.00    20.50         
  90 273 Th      1.53    -0.05     0.00    14.80              1.93     0.07     0.00    22.00         
  90 274 Th      1.54    -0.05     0.00    15.30              1.96    -0.03     0.10    23.50         
  91 228 Pa                                                   1.79    -0.05     0.28     4.60         
  91 229 Pa      1.24    -0.01     0.00     4.20              1.80    -0.05     0.32     5.30         
  91 230 Pa      1.24     0.00     0.00     4.20     5.40     1.80    -0.05     0.32     6.00     5.40
  91 231 Pa      1.24     0.01     0.00     4.10     5.70     1.84    -0.08     0.30     5.80     5.70
  91 232 Pa      1.28     0.05     0.00     4.70     6.00     1.84     0.06     0.55     5.90     6.10
  91 233 Pa      1.28     0.04     0.00     4.70     6.00     1.84     0.06     0.53     6.00     6.00
  91 234 Pa      1.28     0.04     0.00     5.40              1.90     0.07     0.53     5.30         
  91 235 Pa      1.29     0.05     0.00     5.10              1.91     0.06     0.55     5.70         
  91 236 Pa      1.29     0.05     0.00     5.60              1.91     0.07     0.53     5.70         
  91 237 Pa      1.28     0.05     0.00     5.40              1.85    -0.09     0.28     6.70         
  91 238 Pa      1.28     0.05     0.00     5.80              1.79     0.05     0.55     5.00         
  91 239 Pa      1.29     0.03     0.00     5.50              1.89    -0.04     0.50     7.90         
  91 240 Pa      1.30     0.04     0.00     6.10              1.81     0.05     0.53     6.10         
  91 241 Pa      1.30     0.04     0.00     5.70              1.90    -0.04     0.50     7.90         
  91 242 Pa      1.29     0.04     0.00     6.30              1.91    -0.04     0.53     7.70         
  91 243 Pa      1.31     0.03     0.00     5.40              1.90    -0.04     0.50     7.60         
  91 244 Pa      1.31     0.03     0.00     5.70              1.90    -0.05     0.53     7.50         
  91 245 Pa      1.30     0.03     0.00     5.30              1.91    -0.04     0.50     7.20         
  91 246 Pa      1.30     0.03     0.00     5.60              1.91    -0.04     0.50     7.00         
  91 247 Pa      1.31     0.03     0.00     4.80              1.92    -0.04     0.45     6.90         
  91 248 Pa      1.30     0.04     0.00     5.30              1.64    -0.06     0.45     6.40         
  91 249 Pa      1.31     0.04     0.00     4.70              1.89    -0.02     0.45     6.50         
  91 250 Pa      1.31     0.05     0.00     5.00              1.65    -0.06     0.43     6.50         
  91 251 Pa      1.32     0.06     0.00     4.30              1.91    -0.02     0.45     6.20         
  91 252 Pa      1.32     0.07     0.00     4.40              1.96    -0.11     0.58     7.50         
  91 253 Pa      1.31     0.07     0.00     4.30              1.96    -0.11     0.58     7.50         
  91 254 Pa      1.32     0.07     0.00     4.30              1.96    -0.11     0.58     7.40         
  91 255 Pa      1.32     0.09     0.00     3.80              1.95    -0.04     0.43     6.30         
  91 256 Pa      1.32     0.09     0.00     4.40              2.08    -0.11     0.53     8.50         
  91 257 Pa      1.32     0.09     0.00     3.90              1.99    -0.12     0.55     8.20         
  91 258 Pa      1.32     0.10     0.00     4.20              1.99    -0.12     0.53     8.40         
  91 259 Pa      1.32     0.10     0.00     4.10              2.00    -0.12     0.53     8.80         
  91 260 Pa      1.32     0.11     0.00     4.60              2.01    -0.12     0.50     9.20         
  91 261 Pa      1.32     0.11     0.00     4.50              2.06    -0.07     0.47     7.90         
  91 262 Pa      1.33     0.12     0.00     5.50              2.06    -0.07     0.45     8.80         
  91 263 Pa      1.33     0.13     0.00     6.50              2.06    -0.07     0.45    10.30         
  91 264 Pa      1.33     0.13     0.00     7.50              2.06    -0.08     0.47    11.00         
  91 265 Pa      1.41    -0.01     0.00     7.70              2.14    -0.10     0.43    12.10         
  91 266 Pa      1.41    -0.01     0.00     8.20              2.18    -0.12     0.47    12.30         
  91 267 Pa      1.42    -0.02     0.00     8.40              2.14    -0.11     0.45    13.00         
  91 268 Pa      1.42    -0.02     0.00     9.20              2.15    -0.11     0.45    14.00         
  91 269 Pa      1.50    -0.08     0.00     9.00              2.14    -0.11     0.45    14.30         
  91 270 Pa      1.50    -0.08     0.00    10.10              2.14    -0.11     0.43    15.50         
  91 271 Pa      1.42     0.00     0.00    10.60              1.81     0.08     0.00    14.80         
  91 272 Pa      1.42     0.00     0.00    11.50              1.81     0.08     0.00    15.50         
  91 273 Pa      1.44     0.00     0.00    12.00              1.93     0.06     0.00    16.90         
  91 274 Pa      1.43     0.00     0.00    13.10              1.94     0.07     0.00    19.10         
  91 275 Pa      1.54    -0.05     0.00    14.00              1.97    -0.03     0.13    20.50         
  91 276 Pa      1.53    -0.04     0.00    13.50              1.97    -0.03     0.13    19.80         
  91 277 Pa      1.54    -0.05     0.00    12.60              1.96    -0.04     0.15    18.70         
  92 230 U       1.24     0.00     0.00     3.80              1.77    -0.02     0.35     3.90         
  92 231 U       1.24     0.01     0.00     4.10     5.20     1.83     0.05     0.50     4.30     5.20
  92 232 U       1.25     0.02     0.00     4.20     5.40     1.83     0.05     0.53     4.20     5.30
  92 233 U       1.28     0.05     0.00     4.70     5.70     1.84     0.06     0.53     4.40     5.70
  92 234 U       1.28     0.03     0.00     4.80     5.90     1.83     0.06     0.53     4.40     5.70
  92 235 U       1.28     0.04     0.00     5.40     6.00     1.63     0.01     0.53     4.10     5.80
  92 236 U       1.29     0.04     0.00     5.20     5.60     1.64     0.01     0.53     4.00     5.60
  92 237 U       1.28     0.04     0.00     5.70     6.20     1.63     0.01     0.53     4.30     5.90
  92 238 U       1.29     0.03     0.00     5.70     6.00     1.91     0.07     0.47     4.90     5.80
  92 239 U       1.29     0.03     0.00     6.10     6.30     1.81    -0.07     0.35     5.50     6.00
  92 240 U       1.29     0.03     0.00     6.00     6.10     1.90    -0.04     0.53     6.30     5.80
  92 241 U       1.30     0.04     0.00     6.30              1.91    -0.03     0.55     5.70         
  92 242 U       1.30     0.04     0.00     5.90              1.90    -0.04     0.53     6.00         
  92 243 U       1.30     0.04     0.00     6.40              1.63    -0.03     0.50     5.40         
  92 244 U       1.29     0.04     0.00     5.90              1.62    -0.03     0.50     5.40         
  92 245 U       1.31     0.03     0.00     5.90              1.64    -0.04     0.50     5.60         
  92 246 U       1.30     0.03     0.00     5.60              1.63    -0.03     0.47     5.40         
  92 247 U       1.30     0.03     0.00     5.80              1.63    -0.05     0.45     5.70         
  92 248 U       1.30     0.04     0.00     5.30              1.63    -0.05     0.45     5.40         
  92 249 U       1.30     0.04     0.00     5.50              1.64    -0.06     0.45     5.60         
  92 250 U       1.31     0.04     0.00     4.90              1.64    -0.06     0.45     5.40         
  92 251 U       1.31     0.05     0.00     5.20              1.64    -0.07     0.40     5.70         
  92 252 U       1.31     0.06     0.00     4.70              1.65    -0.06     0.43     5.40         
  92 253 U       1.31     0.07     0.00     5.00              1.64    -0.07     0.38     5.50         
  92 254 U       1.32     0.08     0.00     4.30              1.97    -0.11     0.55     6.20         
  92 255 U       1.32     0.08     0.00     4.20              1.97    -0.11     0.55     5.90         
  92 256 U       1.32     0.09     0.00     4.00              1.98    -0.11     0.55     6.10         
  92 257 U       1.33     0.09     0.00     4.20              1.99    -0.12     0.58     6.80         
  92 258 U       1.32     0.09     0.00     4.00              1.99    -0.11     0.53     6.30         
  92 259 U       1.32     0.09     0.00     4.20              1.99    -0.11     0.53     6.30         
  92 260 U       1.41    -0.01     0.00     4.20              2.00    -0.11     0.50     6.70         
  92 261 U       1.32     0.10     0.00     4.60              2.01    -0.12     0.50     7.20         
  92 262 U       1.33     0.11     0.00     3.90              2.06    -0.07     0.47     5.30         
  92 263 U       1.32     0.11     0.00     4.60              2.06    -0.07     0.45     6.00         
  92 264 U       1.41    -0.02     0.00     6.10              2.06    -0.08     0.47     7.60         
  92 265 U       1.33     0.12     0.00     7.00              2.04    -0.10     0.40     9.50         
  92 266 U       1.42    -0.01     0.00     7.20              2.03    -0.10     0.40     9.90         
  92 267 U       1.42    -0.01     0.00     8.20              2.12    -0.09     0.43    10.60         
  92 268 U       1.41    -0.01     0.00     7.90              2.15    -0.11     0.45    10.50         
  92 269 U       1.42     0.00     0.00     9.00              2.15    -0.12     0.45    11.20         
  92 270 U       1.42     0.00     0.00     8.80              2.14    -0.11     0.43    11.80         
  92 271 U       1.50    -0.08     0.00    10.20              2.14    -0.12     0.45    12.50         
  92 272 U       1.42    -0.01     0.00     9.90              1.80     0.08     0.00    13.00         
  92 273 U       1.43     0.00     0.00    11.10              1.80     0.08     0.00    13.80         
  92 274 U       1.43     0.00     0.00    11.40              1.80     0.07     0.00    14.90         
  92 275 U       1.52    -0.03     0.00    12.20              1.93     0.06     0.00    15.80         
  92 276 U       1.52    -0.04     0.00    12.90              1.94     0.07     0.00    17.70         
  92 277 U       1.54    -0.05     0.00    12.80              1.98    -0.04     0.15    17.70         
  92 278 U       1.53    -0.05     0.00    11.80              1.97    -0.04     0.15    16.60         
  92 279 U       1.53    -0.05     0.00    11.60              1.97    -0.04     0.15    16.20         
  92 280 U       1.53    -0.04     0.00    10.90              1.96    -0.04     0.15    15.20         
  93 231 Np      1.24     0.00     0.00     4.00              1.54    -0.01     0.40     3.10         
  93 232 Np      1.25     0.01     0.00     4.40              1.52     0.01     0.40     3.30         
  93 233 Np      1.24     0.01     0.00     4.30     5.00     1.54    -0.01     0.43     3.30     5.10
  93 234 Np      1.28     0.04     0.00     5.00     5.50     1.55    -0.01     0.45     3.60     5.40
  93 235 Np      1.28     0.04     0.00     4.90     5.50     1.62    -0.06     0.53     3.60     5.50
  93 236 Np      1.28     0.04     0.00     5.70     5.80     1.62    -0.06     0.50     3.90     5.60
  93 237 Np      1.29     0.04     0.00     5.40     5.70     1.61    -0.05     0.53     3.80     5.50
  93 238 Np      1.28     0.04     0.00     6.00     6.00     1.63     0.01     0.53     3.80     5.90
  93 239 Np      1.29     0.03     0.00     5.90     5.80     1.63     0.00     0.55     3.90     5.40
  93 240 Np      1.29     0.02     0.00     6.30              1.64     0.00     0.53     4.00         
  93 241 Np      1.30     0.03     0.00     6.10              1.63    -0.01     0.55     4.20         
  93 242 Np      1.29     0.03     0.00     6.40              1.63    -0.02     0.53     4.50         
  93 243 Np      1.30     0.03     0.00     6.10              1.62    -0.03     0.53     4.60         
  93 244 Np      1.30     0.03     0.00     6.50              1.63    -0.04     0.50     4.80         
  93 245 Np      1.30     0.04     0.00     6.10              1.64    -0.04     0.50     4.70         
  93 246 Np      1.31     0.03     0.00     6.20              1.63    -0.05     0.47     5.00         
  93 247 Np      1.30     0.03     0.00     5.80              1.63    -0.05     0.50     4.80         
  93 248 Np      1.32     0.03     0.00     5.40              1.63    -0.05     0.47     5.00         
  93 249 Np      1.31     0.03     0.00     5.20              1.64    -0.05     0.45     4.70         
  93 250 Np      1.31     0.04     0.00     5.30              1.63    -0.06     0.43     4.70         
  93 251 Np      1.31     0.05     0.00     4.80              1.64    -0.07     0.43     4.40         
  93 252 Np      1.30     0.05     0.00     5.20              1.64    -0.06     0.43     4.60         
  93 253 Np      1.32     0.06     0.00     4.50              1.64    -0.07     0.38     4.40         
  93 254 Np      1.31     0.07     0.00     4.80              1.65    -0.07     0.38     4.60         
  93 255 Np      1.32     0.07     0.00     4.30              1.65    -0.07     0.38     4.20         
  93 256 Np      1.31     0.08     0.00     4.40              1.64    -0.08     0.35     4.20         
  93 257 Np      1.32     0.09     0.00     3.90              1.99    -0.11     0.53     4.40         
  93 258 Np      1.32     0.09     0.00     4.10              1.99    -0.11     0.53     4.40         
  93 259 Np      1.40    -0.01     0.00     3.70              2.00    -0.12     0.55     4.60         
  93 260 Np      1.32     0.10     0.00     3.80              2.01    -0.12     0.53     4.60         
  93 261 Np      1.32     0.09     0.00     3.80              1.99    -0.06     0.43     3.20         
  93 262 Np      1.33     0.10     0.00     3.90              1.99    -0.06     0.43     3.50         
  93 263 Np      1.32     0.10     0.00     3.90              2.06    -0.07     0.47     3.10         
  93 264 Np      1.32     0.10     0.00     4.20              2.06    -0.07     0.45     3.40         
  93 265 Np      1.32     0.11     0.00     4.20              2.06    -0.08     0.47     3.90         
  93 266 Np      1.32     0.11     0.00     6.00              2.06    -0.08     0.47     5.90         
  93 267 Np      1.41    -0.02     0.00     6.30              2.04    -0.10     0.43     7.20         
  93 268 Np      1.42    -0.01     0.00     7.30              1.72    -0.05     0.40     7.70         
  93 269 Np      1.42    -0.01     0.00     7.10              1.72    -0.05     0.40     7.90         
  93 270 Np      1.42    -0.01     0.00     7.80              1.71    -0.06     0.38     8.90         
  93 271 Np      1.41    -0.01     0.00     7.70              1.71    -0.06     0.38     9.00         
  93 272 Np      1.42     0.00     0.00     8.80              1.72    -0.07     0.38    10.30         
  93 273 Np      1.46    -0.16     0.00     7.90              1.72    -0.07     0.38    10.90         
  93 274 Np      1.42    -0.01     0.00     9.80              1.71    -0.07     0.35    12.00         
  93 275 Np      1.43     0.00     0.00    10.20              1.78     0.08     0.00    12.40         
  93 276 Np      1.43     0.00     0.00    11.20              1.61     0.12     0.00    12.70         
  93 277 Np      1.53     0.03     0.00    10.70              1.94     0.06     0.00    13.80         
  93 278 Np      1.53     0.04     0.00    10.40              1.98    -0.04     0.17    14.80         
  93 279 Np      1.53     0.04     0.00     9.60              1.97    -0.05     0.17    14.00         
  93 280 Np      1.53     0.05     0.00     9.90              1.72    -0.08     0.23    12.70         
  93 281 Np      1.52     0.05     0.00     9.10              1.96    -0.04     0.17    12.80         
  93 282 Np      1.52     0.05     0.00     9.30              1.85     0.05     0.00    10.90         
  93 283 Np      1.51     0.06     0.00     8.70              1.96    -0.04     0.17    11.80         
  93 284 Np      1.51     0.06     0.00     9.30              1.91     0.01     0.00     9.80         
  93 285 Np      1.54    -0.05     0.00     8.70              1.90     0.01     0.00     8.90         
  93 286 Np      1.53    -0.03     0.00     8.90              1.90     0.01     0.00     8.80         
  93 287 Np      1.55    -0.04     0.00     8.40              1.77     0.06     0.00     9.10         
  93 288 Np      1.54    -0.04     0.00     8.90              1.77     0.06     0.00     9.40         
  93 289 Np      1.54    -0.04     0.00     8.60              1.77     0.05     0.00     9.40         
  93 290 Np      1.54    -0.04     0.00     9.40              1.77     0.05     0.00     9.90         
  93 291 Np      1.56    -0.04     0.00     9.30              1.95    -0.05     0.20    11.00         
  94 232 Pu      1.25     0.01     0.00     3.60              1.52     0.02     0.40     2.20         
  94 233 Pu      1.24     0.02     0.00     4.00              1.52     0.02     0.38     2.50         
  94 234 Pu      1.25     0.03     0.00     4.20              1.62    -0.08     0.45     2.70         
  94 235 Pu      1.28     0.04     0.00     4.70     5.70     1.62    -0.09     0.35     2.90     5.10
  94 236 Pu      1.28     0.04     0.00     4.80     5.70     1.62    -0.06     0.50     2.70     4.50
  94 237 Pu      1.28     0.04     0.00     5.50     5.60     1.62    -0.06     0.50     2.90     5.40
  94 238 Pu      1.28     0.03     0.00     5.40     5.90     1.62    -0.05     0.50     2.90     5.20
  94 239 Pu      1.28     0.03     0.00     5.80     6.20     1.64     0.00     0.53     2.90     5.50
  94 240 Pu      1.29     0.03     0.00     5.80     5.80     1.62    -0.04     0.53     3.40     5.30
  94 241 Pu      1.29     0.04     0.00     6.40     6.20     1.64    -0.01     0.53     3.30     5.60
  94 242 Pu      1.30     0.03     0.00     6.20     5.70     1.63    -0.03     0.53     3.60     5.30
  94 243 Pu      1.29     0.03     0.00     6.70     5.90     1.63    -0.04     0.50     3.80     5.50
  94 244 Pu      1.29     0.03     0.00     6.40     5.50     1.64    -0.04     0.50     3.90     5.20
  94 245 Pu      1.29     0.03     0.00     6.70     5.50     1.62    -0.04     0.50     4.20     5.40
  94 246 Pu      1.30     0.04     0.00     6.20     5.40     1.64    -0.04     0.47     4.10     5.30
  94 247 Pu      1.30     0.03     0.00     6.30              1.65    -0.05     0.47     4.40         
  94 248 Pu      1.31     0.03     0.00     5.90              1.64    -0.06     0.45     4.30         
  94 249 Pu      1.30     0.03     0.00     6.20              1.64    -0.05     0.47     4.40         
  94 250 Pu      1.31     0.04     0.00     5.50              1.63    -0.06     0.45     4.00         
  94 251 Pu      1.31     0.04     0.00     5.60              1.64    -0.06     0.45     4.30         
  94 252 Pu      1.31     0.04     0.00     5.20              1.65    -0.06     0.43     4.00         
  94 253 Pu      1.31     0.05     0.00     5.50              1.64    -0.07     0.40     4.20         
  94 254 Pu      1.31     0.06     0.00     5.00              1.64    -0.07     0.40     3.80         
  94 255 Pu      1.38    -0.04     0.00     4.80              1.64    -0.07     0.38     3.80         
  94 256 Pu      1.39    -0.03     0.00     4.50              1.64    -0.07     0.38     3.50         
  94 257 Pu      1.39    -0.03     0.00     4.60              1.65    -0.08     0.32     3.60         
  94 258 Pu      1.39    -0.03     0.00     4.20              1.65    -0.08     0.35     3.00         
  94 259 Pu      1.40    -0.02     0.00     4.30              1.65    -0.08     0.32     3.00         
  94 260 Pu      1.39    -0.02     0.00     3.80              1.66    -0.08     0.32     2.40         
  94 261 Pu      1.40    -0.01     0.00     3.60              1.67    -0.07     0.32     2.40         
  94 262 Pu      1.40    -0.02     0.00     3.80              1.67    -0.07     0.35     2.20         
  94 263 Pu      1.40    -0.02     0.00     4.20              1.67    -0.07     0.35     2.30         
  94 264 Pu      1.40    -0.02     0.00     3.80              1.70    -0.06     0.40     2.70         
  94 265 Pu      1.41    -0.01     0.00     3.70              1.72    -0.05     0.43     2.60         
  94 266 Pu      1.41    -0.01     0.00     4.10              1.70    -0.05     0.43     3.20         
  94 267 Pu      1.41    -0.01     0.00     6.00              1.71    -0.05     0.43     5.00         
  94 268 Pu      1.41    -0.01     0.00     5.90              1.72    -0.06     0.40     5.80         
  94 269 Pu      1.40    -0.01     0.00     6.70              1.72    -0.05     0.40     6.80         
  94 270 Pu      1.41    -0.02     0.00     6.60              1.72    -0.06     0.40     6.90         
  94 271 Pu      1.42    -0.01     0.00     7.30              1.71    -0.06     0.38     7.90         
  94 272 Pu      1.41    -0.01     0.00     7.10              1.72    -0.07     0.40     7.90         
  94 273 Pu      1.41    -0.01     0.00     8.10              1.72    -0.06     0.40     9.00         
  94 274 Pu      1.42     0.00     0.00     8.40              1.71    -0.07     0.38     9.60         
  94 275 Pu      1.42     0.00     0.00     9.50              1.60     0.11     0.00    10.10         
  94 276 Pu      1.42    -0.01     0.00     9.40              1.61     0.12     0.00    10.20         
  94 277 Pu      1.43     0.00     0.00    10.50              1.61     0.09     0.00    11.20         
  94 278 Pu      1.43     0.01     0.00    10.80              1.64     0.08     0.00    11.40         
  94 279 Pu      1.43     0.00     0.00    10.30              1.64     0.07     0.00    11.10         
  94 280 Pu      1.45     0.03     0.00     9.20              1.65     0.07     0.00     9.60         
  94 281 Pu      1.45     0.04     0.00     9.20              1.64     0.07     0.00     9.40         
  94 282 Pu      1.46     0.05     0.00     8.30              1.79     0.07     0.00     8.90         
  94 283 Pu      1.52     0.06     0.00     8.30              1.80     0.07     0.00     8.70         
  94 284 Pu      1.46     0.05     0.00     8.00              1.84     0.05     0.00     8.00         
  94 285 Pu      1.46     0.05     0.00     8.50              1.91     0.01     0.00     7.30         
  94 286 Pu      1.46     0.05     0.00     7.70              1.91     0.00     0.00     7.10         
  94 287 Pu      1.46     0.06     0.00     7.70              1.77     0.06     0.00     7.40         
  94 288 Pu      1.47     0.06     0.00     7.10              1.77     0.06     0.00     7.10         
  94 289 Pu      1.56    -0.05     0.00     8.00              1.76     0.06     0.00     7.40         
  94 290 Pu      1.55    -0.04     0.00     7.60              2.05    -0.11     0.35     8.00         
  94 291 Pu      1.55    -0.04     0.00     8.10              1.96    -0.05     0.20     8.60         
  94 292 Pu      1.55    -0.05     0.00     8.40              1.96    -0.05     0.20     9.10         
  94 293 Pu      1.56    -0.06     0.00     9.10              1.96    -0.05     0.20     9.30         
  94 294 Pu      1.54    -0.04     0.00     9.00              1.96    -0.05     0.20     9.80         
  94 295 Pu      1.57    -0.05     0.00     9.60              2.06     0.00     0.10    12.10         
  94 296 Pu      1.56    -0.04     0.00     9.50              2.03    -0.11     0.32    10.50         
  94 297 Pu      1.55    -0.05     0.00     9.90              2.03    -0.11     0.30    10.90         
  94 298 Pu      1.56    -0.05     0.00    10.00              2.03    -0.11     0.28    11.10         
  94 299 Pu      1.56    -0.05     0.00    10.50              2.02    -0.11     0.25    11.60         
  94 300 Pu      1.57    -0.04     0.08    10.10              2.02    -0.11     0.20    11.50         
  95 233 Am      1.24     0.02     0.00     3.70              1.51     0.01     0.35     1.60         
  95 234 Am      1.25     0.03     0.00     4.30              1.52     0.02     0.38     1.80         
  95 235 Am      1.25     0.03     0.00     4.50              1.60    -0.10     0.23     2.10         
  95 236 Am      1.26     0.03     0.00     4.90              1.61    -0.10     0.28     2.30         
  95 237 Am      1.28     0.03     0.00     5.10              1.62    -0.06     0.47     2.00         
  95 238 Am      1.28     0.04     0.00     5.70              1.63    -0.06     0.47     2.10         
  95 239 Am      1.28     0.04     0.00     5.70     6.30     1.63    -0.06     0.50     2.30     4.90
  95 240 Am      1.28     0.04     0.00     6.30     6.40     1.62    -0.05     0.53     2.70     5.20
  95 241 Am      1.28     0.04     0.00     6.30     6.20     1.63    -0.05     0.53     2.70     5.10
  95 242 Am      1.28     0.04     0.00     6.80     6.40     1.62    -0.04     0.53     3.10     5.40
  95 243 Am      1.29     0.02     0.00     6.50     6.10     1.63    -0.04     0.53     3.10     5.40
  95 244 Am      1.29     0.02     0.00     6.90     6.20     1.64    -0.04     0.53     3.30     5.40
  95 245 Am      1.29     0.02     0.00     6.60     6.10     1.63    -0.05     0.50     3.40     5.20
  95 246 Am      1.30     0.03     0.00     6.90     5.80     1.64    -0.06     0.47     3.50     5.00
  95 247 Am      1.30     0.02     0.00     6.50     5.70     1.64    -0.05     0.50     3.50     4.80
  95 248 Am      1.30     0.02     0.00     6.50              1.64    -0.06     0.47     3.70         
  95 249 Am      1.30     0.02     0.00     6.20              1.64    -0.06     0.47     3.50         
  95 250 Am      1.31     0.03     0.00     6.10              1.63    -0.06     0.45     3.60         
  95 251 Am      1.30     0.03     0.00     5.80              1.64    -0.07     0.45     3.40         
  95 252 Am      1.31     0.05     0.00     5.80              1.64    -0.06     0.45     3.60         
  95 253 Am      1.31     0.05     0.00     5.40              1.64    -0.07     0.43     3.20         
  95 254 Am      1.32     0.06     0.00     5.30              1.64    -0.07     0.40     3.40         
  95 255 Am      1.38    -0.05     0.00     4.70              1.65    -0.07     0.40     3.00         
  95 256 Am      1.38    -0.04     0.00     4.80              1.65    -0.07     0.38     3.00         
  95 257 Am      1.39    -0.04     0.00     4.60              1.65    -0.08     0.38     2.70         
  95 258 Am      1.38    -0.03     0.00     4.50              1.65    -0.07     0.38     2.50         
  95 259 Am      1.40    -0.03     0.00     4.10              1.66    -0.08     0.32     2.30         
  95 260 Am      1.39    -0.03     0.00     4.30              1.65    -0.08     0.32     2.10         
  95 261 Am      1.39    -0.03     0.00     3.90              1.66    -0.08     0.32     1.70         
  95 262 Am      1.39    -0.02     0.00     4.00              1.66    -0.08     0.32     1.40         
  95 263 Am      1.39    -0.02     0.00     3.60              1.67    -0.07     0.32     1.30         
  95 264 Am      1.39    -0.02     0.00     3.80              1.66    -0.08     0.32     0.90         
  95 265 Am      1.40    -0.02     0.00     3.50              1.69    -0.07     0.40     1.30         
  95 266 Am      1.40    -0.02     0.00     3.90              1.71    -0.05     0.43     1.80         
  95 267 Am      1.40    -0.02     0.00     3.40              1.72    -0.05     0.43     1.80         
  95 268 Am      1.40    -0.02     0.00     5.00              1.73    -0.05     0.43     3.60         
  95 269 Am      1.41    -0.01     0.00     5.30              1.72    -0.06     0.43     4.30         
  95 270 Am      1.41    -0.02     0.00     6.10              1.72    -0.06     0.43     5.20         
  95 271 Am      1.41    -0.02     0.00     6.00              1.72    -0.06     0.40     5.60         
  95 272 Am      1.41    -0.02     0.00     6.70              1.72    -0.06     0.40     6.50         
  95 273 Am      1.42    -0.01     0.00     6.20              1.72    -0.06     0.40     6.30         
  95 274 Am      1.42    -0.01     0.00     7.20              1.61     0.14     0.00     6.50         
  95 275 Am      1.41    -0.01     0.00     7.40              1.60     0.12     0.00     6.70         
  95 276 Am      1.41    -0.01     0.00     8.40              1.60     0.12     0.00     7.70         
  95 277 Am      1.42     0.00     0.00     8.50              1.60     0.11     0.00     8.00         
  95 278 Am      1.42    -0.01     0.00     9.50              1.60     0.10     0.00     9.00         
  95 279 Am      1.43     0.00     0.00     9.30              1.64     0.07     0.00     9.40         
  95 280 Am      1.42     0.00     0.00     8.80              1.62     0.07     0.00     9.00         
  95 281 Am      1.43     0.01     0.00     7.80              1.64     0.07     0.00     7.60         
  95 282 Am      1.45     0.04     0.00     7.90              1.63     0.06     0.00     7.80         
  95 283 Am      1.46     0.05     0.00     7.00              1.68     0.07     0.00     6.40         
  95 284 Am      1.46     0.05     0.00     7.60              1.63     0.05     0.00     7.20         
  95 285 Am      1.46     0.05     0.00     6.90              1.70     0.07     0.00     6.10         
  95 286 Am      1.46     0.05     0.00     7.30              1.74     0.07     0.00     6.30         
  95 287 Am      1.46     0.05     0.00     6.40              1.77     0.06     0.00     5.70         
  95 288 Am      1.47     0.06     0.00     6.50              1.76     0.06     0.00     5.30         
  95 289 Am      1.46     0.06     0.00     5.80              1.76     0.06     0.00     5.00         
  95 290 Am      1.52    -0.03     0.00     6.70              1.76     0.06     0.00     5.50         
  95 291 Am      1.55    -0.06     0.00     6.90              1.76     0.06     0.00     6.00         
  95 292 Am      1.55    -0.06     0.00     7.50              1.70    -0.05     0.00     5.40         
  95 293 Am      1.54    -0.05     0.00     7.60              1.78    -0.07     0.20     7.50         
  95 294 Am      1.55    -0.04     0.00     7.90              1.78    -0.07     0.20     7.60         
  95 295 Am      1.55    -0.04     0.00     8.30              1.78    -0.07     0.20     8.20         
  95 296 Am      1.56    -0.06     0.00     9.10              1.78    -0.07     0.20     8.60         
  95 297 Am      1.57    -0.05     0.00     8.90              1.78    -0.07     0.20     8.80         
  95 298 Am      1.57    -0.05     0.00     9.30              1.79    -0.07     0.20     9.40         
  95 299 Am      1.56    -0.04     0.00     9.30              2.03    -0.10     0.30     9.50         
  95 300 Am      1.56    -0.04     0.02     9.90              2.03    -0.11     0.28     9.80         
  95 301 Am      1.57    -0.04     0.10     9.60              2.03    -0.11     0.28     9.90         
  95 302 Am      1.56    -0.05     0.10     9.90              2.03    -0.11     0.28    10.20         
  95 303 Am      1.56    -0.03     0.10     9.60              2.02    -0.11     0.22    10.10         
  96 234 Cm      1.25     0.02     0.00     3.50                                                      
  96 235 Cm      1.25     0.03     0.00     3.90                                                      
  96 236 Cm      1.25     0.03     0.00     4.10                                                      
  96 237 Cm      1.25     0.04     0.00     4.60                                                      
  96 238 Cm      1.27     0.04     0.00     4.90                                                      
  96 239 Cm      1.27     0.03     0.00     5.50                                                      
  96 240 Cm      1.28     0.03     0.00     5.50              1.63    -0.06     0.47     1.20         
  96 241 Cm      1.28     0.03     0.00     6.20     6.40     1.63    -0.06     0.50     1.60     4.30
  96 242 Cm      1.28     0.03     0.00     6.10     6.00     1.63    -0.06     0.47     1.70     4.00
  96 243 Cm      1.29     0.03     0.00     6.60     6.50     1.63    -0.04     0.53     2.00     4.60
  96 244 Cm      1.29     0.01     0.00     6.40     6.10     1.64    -0.05     0.50     2.10     4.30
  96 245 Cm      1.29     0.02     0.00     6.70     6.30     1.63    -0.05     0.47     2.50     4.90
  96 246 Cm      1.30     0.02     0.00     6.50     6.00     1.64    -0.05     0.50     2.40     4.70
