# Level density parameters for EGSM, Gilbert & Cameron (EMPIRE) and GSM (RIPL-2) models (2I4,1x,a2,f4.1,1x,F7.3,3E14.5,5f8.4,I4,1x,5(f8.3))
#  Z  A  Sym Io   Bn       Do            dDo           Esh          +da    a-EGSM    -da   a_sys   a-G&C   Nc     om2    DelO     aas     aerr   shift 
#                [MeV]    [keV]         [keV]         [MeV]        [1/MeV] [1/MeV] [1/MeV] [1/MeV] [1/MeV]       [MeV]   [MeV]  [1/MeV]  [1/MeV] [MeV] 
#-----------------------------------------------------------------------------------------------------------------------------------------------------
  54 131 Xe   .0  6.605    .17400E+00    .28000E-01   -.76700E+00   .2422 10.1667   .2034  9.1980 17.5500  20     .602   1.048  11.407    .654    .639   
  54 132 Xe  1.5  8.935    .49000E-01    .80000E-02   -.17920E+01   .1832  8.4404   .1524  8.5540 15.2200  30     .668   1.044   9.882    .504    .542   
  54 133 Xe   .0  6.440    .75000E+00    .23000E+00   -.24700E+01   .4402  8.2056   .3100  7.9950 15.7100  13     .758   1.041  10.993    .786    .653   
  54 135 Xe   .0  6.383    .80000E+00    .40000E+00   -.46700E+01   .7848  7.8358   .4281  6.4150   .0000  30    1.080   1.033  14.199   1.305    .415   
  54 137 Xe   .0  4.025    .28800E+02    .27000E+01   -.47590E+01   .1288  6.0673   .1154  5.9860   .0000  30    1.129   2.328    .000    .000    .000   
  55 134 Cs  3.5  6.891    .21000E-01    .20000E-02   -.15460E+01   .1064  8.7102   .0957  8.8710 15.7500  30     .726   1.037  10.162    .176    .766   
  55 135 Cs  4.0  8.828    .16000E-01    .30000E-02   -.25810E+01   .1837  8.1386   .1490  8.2550 14.6600   0     .896   1.033  10.885    .350    .410   
  55 136 Cs  3.5  6.829    .51000E-01    .26000E-01   -.36690E+01   .6698  7.6706   .3610  7.4370   .0000   0    1.065   1.029  15.799   1.090   -.348   
  56 131 Ba   .0  7.494    .58000E-01    .10000E-01    .13290E+01   .2565 10.8839   .2131 10.8170 17.3100  30     .411   1.048  10.359    .298    .261   
  56 133 Ba   .0  7.190    .11000E+00    .35000E-01    .33500E+00   .5144 10.2622   .3619 10.2120 16.8700  18     .534   1.041  10.685    .622    .475   
  56 134 Ba   .5  9.468    .20000E-01    .80000E-02   -.54600E+00   .5816  9.7546   .3684  9.6240   .0000  30    1.146   2.345    .000    .000    .000   
  56 135 Ba   .0  6.973    .37100E+00    .36000E-01   -.10620E+01   .1216  8.6723   .1090  9.2620 15.7400  17     .712   1.033  10.091    .214    .614   
  56 136 Ba  1.5  9.108    .40000E-01    .60000E-02   -.20480E+01   .1632  8.4700   .1378  8.6440 15.1600  29     .819   1.029  10.330    .278    .751   
  56 137 Ba   .0  6.906    .12100E+01    .11900E+00   -.29350E+01   .1011  7.2350   .0903  7.9320 14.5800  30    1.128   1.025  11.625    .279    .395   
  56 138 Ba  1.5  8.611    .35000E+00    .50000E-01   -.38760E+01   .1233  6.6567   .1049  7.3650 13.5900  11    1.436   1.022  10.720    .415    .787   
  56 139 Ba   .0  4.723    .18700E+02    .29000E+01   -.30170E+01   .2081  6.1609   .1730  7.7200 14.9400  30    1.019   1.018   9.512    .561    .577   
  57 139 La  5.0  8.778    .32000E-01    .60000E-02   -.29010E+01   .1694  7.4614   .1375  8.2750 14.1000  14    1.059   1.018   9.813    .319    .607   
  57 140 La  3.5  5.161    .22000E+00    .20000E-01   -.21450E+01   .1152  7.7698   .1038  8.6780 15.5300  30    1.099   1.014  11.622    .517    .808   
  58 137 Ce   .0  7.482    .60000E-01    .20000E-01    .40000E-01   .5367 10.5173   .3712 10.2820 16.5100  18     .671   1.025  13.728   1.083    .410   
  58 141 Ce   .0  5.428    .31000E+01    .50000E+00   -.17470E+01   .2385  7.8548   .1989  9.0190 15.9200  30    1.119   1.011  14.266    .751    .467   
  58 142 Ce  3.5  7.170    .65000E-01    .20000E-01   -.10350E+01   .5302  9.6466   .3770  9.7400   .0000  30     .641   1.007  13.217   1.092    .347   
  58 143 Ce   .0  5.145    .11000E+01    .30000E+00   -.35900E+00   .5288 10.3582   .3927 10.3730   .0000  30     .519   1.003  14.349   2.482    .199   
  59 142 Pr  2.5  5.843    .11000E+00    .20000E-01   -.10420E+01   .2387  8.2926   .1944  9.7630 16.4800  30    1.108   1.007  11.783    .473    .592   
  60 143 Nd   .0  6.123    .10300E+01    .13500E+00   -.94800E+00   .1861  8.5402   .1608  9.8820 16.8600  30    1.136   1.003  14.389    .364    .519   
  60 144 Nd  3.5  7.817    .38000E-01    .20000E-02   -.24700E+00   .0724  9.5701   .0682 10.5660 16.8700  30     .696   1.000  11.012    .339    .645   
  60 145 Nd   .0  5.755    .45000E+00    .50000E-01    .46400E+00   .1878 10.8003   .1666 11.2640 18.2300  30     .757    .997  12.974    .417    .797   
  60 146 Nd  3.5  7.565    .17000E-01    .20000E-02    .97800E+00   .1932 11.5102   .1705 11.7730 18.7700  30     .454    .993  10.465    .336    .709   
  60 147 Nd   .0  5.292    .34000E+00    .50000E-01    .17350E+01   .2939 12.8382   .2509 12.6180 20.6800  30     .378    .990  11.736    .600    .469   
  60 148 Nd  2.5  7.333    .40000E-02    .15000E-02    .20590E+01   .8532 15.1491   .5661 12.9130 22.0200  11     .000    .986  14.149   1.107    .495   
  60 151 Nd   .0  5.335    .16500E+00    .15000E-01    .24630E+01   .1865 14.4570   .1692 13.6510 22.0900  28     .000    .977  11.050    .198    .809   
  61 148 Pm  3.5  5.895    .52000E-02    .12000E-02    .21760E+01   .4259 13.1025   .3329 12.9700 20.3400  19     .426    .986  14.027    .801    .071   
  62 145 Sm   .0  6.757    .77000E+00    .45000E-01   -.58700E+00   .0718  8.1948   .0670 10.3510   .0000  21    1.203    .997  11.955    .244    .545   
  62 148 Sm  3.5  8.142    .57000E-02    .50000E-03    .14770E+01   .1388 12.1948   .1265 12.3390 19.2200  30     .550    .986  11.613    .211    .909   
  62 149 Sm   .0  5.871    .65000E-01    .20000E-01    .22860E+01   .6823 14.5088   .4892 13.2520   .0000  30     .442    .983  11.493    .512    .866   
  62 150 Sm  3.5  7.987    .24000E-02    .20000E-03    .25730E+01   .1449 14.2228   .1329 13.4820 21.0700  30     .000    .980  12.068    .267    .601   
  62 151 Sm   .0  5.597    .46000E-01    .80000E-02    .32440E+01   .3894 16.4629   .3237 14.3740 23.0200  30     .000    .977  11.248    .332   1.248   
  62 152 Sm  2.5  8.258    .14000E-02    .15000E-03    .28430E+01   .1883 14.9166   .1682 13.8660 21.4700  30     .000    .973  12.945    .271    .774   
  62 153 Sm   .0  5.868    .46000E-01    .30000E-02    .28470E+01   .1291 15.4708   .1204 14.1320 22.3200  30     .000    .970  11.013    .191   1.244   
  62 155 Sm   .0  5.807    .11400E+00    .15000E-01    .20140E+01   .2550 13.6681   .2220 13.5100 21.0000  30     .000    .964  10.871    .246    .952   
  63 152 Eu  2.5  6.307    .73000E-03    .70000E-04    .35590E+01   .1753 16.2560   .1588 14.5090 22.9800  30     .000    .973  14.644    .232    .292   
  63 153 Eu  3.0  8.550    .56000E-03    .20000E-03    .31660E+01   .6473 13.6606   .4386 14.0850 21.5400  30     .000    .970  10.736    .233    .978   
  63 154 Eu  2.5  6.442    .11000E-02    .20000E-03    .29050E+01   .3328 15.0656   .2746 14.0830 21.9600  30     .000    .967  14.155    .391    .252   
  63 155 Eu  3.0  8.151    .92000E-03    .12000E-03    .25070E+01   .2070 13.5159   .1806 13.7380 20.2700  10     .000    .964  12.521    .224    .327   
  63 156 Eu  2.5  6.340    .43000E-02    .15000E-02    .19620E+01   .6665 12.8674   .4556 13.4170 20.0400  11     .000    .961  13.052    .663    .008   
  64 153 Gd   .0  6.243    .14000E-01    .30000E-02    .34000E+01   .4656 16.7968   .3709 14.6070 23.0600  30     .000    .970  12.196    .399   1.174   
  64 154 Gd  1.5  8.895    .30000E-02    .60000E-03    .29630E+01   .3307 12.9795   .2674 14.0720   .0000  30    1.044   2.239    .000    .000    .000   
  64 155 Gd   .0  6.435    .14500E-01    .15000E-02    .30090E+01   .2016 16.0465   .1805 14.3890 23.1200  30     .000    .964  12.474    .203   1.068   
  64 156 Gd  1.5  8.536    .17000E-02    .20000E-03    .25200E+01   .1993 14.4549   .1761 13.8930 21.3700  30     .000    .961  12.133    .196    .946   
  64 157 Gd   .0  6.360    .30000E-01    .60000E-02    .22490E+01   .3967 14.6920   .3207 13.8510 21.3900  30     .000    .958  12.577    .394    .823   
  64 158 Gd  1.5  7.937    .49000E-02    .50000E-03    .19600E+01   .1759 13.8976   .1580 13.6090 21.0200  30     .000    .955  12.004    .181    .964   
  64 159 Gd   .0  5.943    .82000E-01    .60000E-02    .17280E+01   .1356 13.8382   .1256 13.5560 21.4800  30     .000    .952  12.417    .162    .708   
  64 161 Gd   .0  5.634    .18000E+00    .20000E-01    .12500E+01   .2113 13.0967   .1877 13.2720 20.8600  11     .000    .946  12.603    .242    .438   
  65 160 Tb  1.5  6.475    .38200E-02    .24000E-02    .17470E+01  1.5620 13.3102   .7401 13.5450 21.1300  13     .000    .949  14.459    .169   -.042   
  66 157 Dy   .0  6.969    .28000E-02    .60000E-03    .30700E+01   .4437 17.5789   .3535 14.5530   .0000  30     .000    .958  13.989    .639    .851   
  66 159 Dy   .0  6.833    .22000E-01    .11000E-01    .25040E+01  1.1803 14.1541   .6708 14.2150 20.8100  14     .000    .952  11.909    .776    .780   
  66 161 Dy   .0  6.454    .27000E-01    .50000E-02    .20030E+01   .3592 14.5846   .2951 13.9460 22.1200  30     .000    .946  13.204    .381    .730   
  66 162 Dy  2.5  8.197    .24000E-02    .20000E-03    .16460E+01   .1389 13.8206   .1271 13.6290 21.3400  30     .000    .943  13.267    .163    .653   
  66 163 Dy   .0  6.271    .62000E-01    .50000E-02    .12970E+01   .1429 13.3901   .1313 13.4430 21.0800  30     .000    .940  12.855    .175    .615   
  66 164 Dy  2.5  7.658    .68000E-02    .60000E-03    .11000E+01   .1500 13.1572   .1368 13.3100 21.2100  30     .000    .937  13.708    .197    .402   
  66 165 Dy   .0  5.716    .15000E+00    .10000E-01    .94300E+00   .1225 13.1367   .1140 13.2820 21.0100  30     .000    .934  13.435    .171    .433   
  67 166 Ho  3.5  6.243    .42000E-02    .50000E-03    .81900E+00   .1944 12.5606   .1714 13.1840 21.1600  30     .000    .931  14.628    .280   -.094   
  68 163 Er   .0  6.903    .69000E-02    .12000E-02    .24410E+01   .3369 15.9799   .2804 14.4910 23.0800  30     .000    .940  14.366    .522    .582   
  68 165 Er   .0  6.650    .21000E-01    .40000E-02    .18520E+01   .3636 14.5142   .2969 14.1180 21.9000  30     .000    .934  13.563    .395    .556   
  68 167 Er   .0  6.436    .38000E-01    .30000E-02    .10920E+01   .1394 13.7955   .1285 13.5550 21.4300  30     .000    .929  14.119    .189    .385   
  68 168 Er  3.5  7.771    .42000E-02    .30000E-03    .96800E+00   .1201 13.2935   .1115 13.4950 21.4900  30     .000    .926  13.568    .153    .466   
  68 169 Er   .0  6.003    .10000E+00    .10000E-01    .73500E+00   .1815 13.0927   .1633 13.3770 21.3200  30     .000    .923  13.995    .255    .244   
  68 171 Er   .0  5.682    .14700E+00    .20000E-01    .50300E+00   .2605 13.1619   .2256 13.3070 21.5200  12     .000    .918  14.841    .390    .161   
  69 170 Tm   .5  6.592    .85000E-02    .70000E-03    .66600E+00   .1278 12.7125   .1171 13.3420 21.0300  30     .000    .920  14.593    .186   -.129   
  69 171 Tm  1.0  7.486    .39000E-02    .10000E-02    .73900E+00   .4548 13.3657   .3457 13.4890   .0000  28     .000    .918  15.076    .542    .050   
  70 169 Yb   .0  6.867    .80000E-02    .30000E-02    .16670E+01   .8235 15.6075   .5475 14.2520 21.4100  30     .000    .923  16.271    .890    .240   
  70 170 Yb  3.5  8.470    .16000E-02    .40000E-03    .13960E+01   .4470 13.4677   .3422 14.0280   .0000  30     .000    .920  13.163    .439    .395   
  70 171 Yb   .0  6.614    .35000E-01    .60000E-02    .11080E+01   .3130 13.5511   .2609 13.8810 22.1400  30     .000    .918  13.987    .404    .233   
  70 172 Yb   .5  8.020    .69000E-02    .50000E-03    .91600E+00   .1208 13.9323   .1120 13.7500 21.7900  30     .000    .915  14.826    .194    .368   
  70 173 Yb   .0  6.367    .76000E-01    .50000E-02    .52200E+00   .1115 12.6655   .1039 13.4640 21.0400  30     .000    .912  13.610    .102    .197   
  70 174 Yb  2.5  7.464    .75000E-02    .50000E-03    .52700E+00   .1139 13.2456   .1063 13.5420 21.0400  30     .000    .910  14.502    .277    .162   
  70 175 Yb   .0  5.822    .19200E+00    .18000E-01    .33400E+00   .1680 12.3170   .1520 13.4370 20.9700  16     .000    .907  13.949    .294    .054   
  70 177 Yb   .0  5.566    .24000E+00    .20000E-01    .31600E+00   .1539 12.5622   .1407 13.5750 21.6200  30     .000    .902  14.468    .311    .061   
  71 176 Lu  3.5  6.289    .34500E-02    .15000E-03    .47400E+00   .0684 12.7584   .0654 13.6290 21.7000  30     .000    .905  15.309    .322   -.228   
  71 177 Lu  7.0  7.073    .16100E-02    .16000E-03    .78900E+00   .1737 13.8929   .1567 14.0200 22.4800  30     .000    .902  14.084    .613    .121   
  72 175 Hf   .0  6.709    .18000E-01    .50000E-02    .13110E+01   .5581 14.5308   .4142 14.3980 22.1800  14     .000    .907  14.837    .620    .183   
  72 177 Hf   .0  6.383    .30000E-01    .70000E-02    .93400E+00   .4641 14.3455   .3619 14.1930 22.3600  10     .000    .902  15.082    .567    .161   
  72 178 Hf  3.5  7.626    .24000E-02    .30000E-03    .95700E+00   .2288 14.5337   .2005 14.2800 22.4200  30     .000    .899  14.768    .286    .335   
  72 179 Hf   .0  6.099    .57000E-01    .60000E-02    .68500E+00   .1956 13.8766   .1750 14.1030 22.3300  30     .000    .897  14.249    .262    .207   
  72 180 Hf  4.5  7.388    .46000E-02    .30000E-03    .60200E+00   .1149 13.6466   .1074 14.0830 22.0900  30     .000    .894  13.554    .143    .408   
  72 181 Hf   .0  5.695    .94000E-01    .15000E-01    .40500E+00   .3186 13.9679   .2691 13.9730 22.4900  10     .000    .892  17.417    .611   -.312   
  73 181 Ta  9.0  7.577    .12000E-02    .20000E-03    .52500E+00   .2925 14.9989   .2456 14.0560 21.2800  11     .000    .892  18.862    .491   -.461   
  73 182 Ta  3.5  6.063    .42000E-02    .30000E-03    .22500E+00   .1171 12.8855   .1087 13.8440 21.1900  30     .000    .889  14.508    .170   -.201   
  73 183 Ta  3.0  6.934    .35000E-02    .70000E-03    .52000E+00   .3625 13.4682   .2929 14.2200 21.5500  18     .000    .887  14.620    .447   -.116   
  74 181 W    .0  6.681    .20000E-01    .70000E-02    .65300E+00   .7324 14.2347   .5006 14.2080 22.7200  14     .000    .892  14.897    .763    .075   
  74 183 W    .0  6.191    .60000E-01    .60000E-02    .24300E+00   .1804 13.4252   .1623 13.9460 22.2200  30     .000    .887  13.640    .234    .156   
  74 184 W    .5  7.412    .12000E-01    .10000E-02    .31300E+00   .1480 14.2079   .1359 14.0910 22.3800  30     .000    .885  14.168    .189    .315   
  74 185 W    .0  5.734    .75000E-01    .70000E-02    .25400E+00   .1800 14.2301   .1630 14.1150 22.6500  30     .000    .882  14.699    .272    .165   
  74 187 W    .0  5.467    .99000E-01    .80000E-02    .12100E+00   .1598 14.4331   .1468 14.1240 22.9800  30     .000    .878  15.722    .299    .098   
  75 186 Re  2.5  6.179    .31000E-02    .30000E-03    .41000E-01   .1619 13.4523   .1463 13.9580 21.8000  30     .000    .880  14.974    .229   -.224   
  75 188 Re  2.5  5.872    .39000E-02    .30000E-03   -.15500E+00   .1316 13.7117   .1216 13.9040 22.6400  12     .000    .875  15.049    .181   -.138   
  76 187 Os   .0  6.290    .29000E-01    .20000E-02    .17800E+00   .1249 14.4225   .1163 14.1800 22.9500  30     .000    .878  13.994    .235    .323   
  76 188 Os   .5  7.990    .51000E-02    .20000E-03   -.15800E+00   .0644 14.1247   .0617 13.9040 22.5700  30     .000    .875  15.231    .330    .146   
  76 189 Os   .0  5.920    .47000E-01    .40000E-02   -.19400E+00   .1606 14.4052   .1468 13.9300 23.7000  12     .000    .873  14.412    .314    .273   
  76 190 Os  1.5  7.792    .34000E-02    .40000E-03   -.66200E+00   .2034 13.9719   .1796 13.5280 22.4800  30     .000    .871  14.772    .259    .185   
  76 191 Os   .0  5.759    .70000E-01    .40000E-01   -.84800E+00  1.5488 13.8862   .7979 13.3600 23.1800  23     .000    .868  13.917    .337    .378   
  76 193 Os   .0  5.583    .11500E+00    .60000E-01   -.17200E+01  1.3236 13.1569   .7298 12.5340 22.8300  10     .000    .864  15.048    .248    .072   
  77 192 Ir  1.5  6.198    .25000E-02    .30000E-03   -.97500E+00   .2054 14.0616   .1807 13.3520 22.5200  30     .000    .866  16.498    .492   -.206   
  77 193 Ir  4.0  7.772    .50000E-03    .20000E-03   -.14790E+01   .7800 13.8989   .5027 12.9480 22.2100  14     .000    .864  14.798    .524    .161   
  77 194 Ir  1.5  6.067    .58000E-02    .50000E-03   -.20310E+01   .1381 12.7232   .1262 12.3890 21.4100  30     .000    .862  14.808    .608   -.144   
  78 193 Pt   .0  6.256    .31400E-01    .13000E-02   -.11920E+01   .0716 13.7674   .0685 13.1540   .0000  13     .000    .864  15.465    .816    .288   
  78 195 Pt   .0  6.105    .82000E-01    .10000E-01   -.24140E+01   .2092 12.1524   .1839 11.9660 19.7300  28     .000    .859  11.275    .662    .339   
  78 196 Pt   .5  7.922    .18000E-01    .30000E-02   -.31560E+01   .2591 11.4017   .2167 11.3780 20.3700  30     .000    .857  13.831    .334    .071   
  78 197 Pt   .0  5.846    .35000E+00    .10000E+00   -.35460E+01   .5072 10.1009   .3706 10.8390 19.6600  16     .000    .855  11.823    .549    .196   
  78 199 Pt   .0  5.556    .34000E+00    .90000E-01   -.46380E+01   .4763 10.4023   .3567  9.7190   .0000  15     .000    .851  16.121    .796   -.337   
  79 198 Au  1.5  6.512    .15500E-01    .80000E-03   -.43920E+01   .0663  9.9990   .0627 10.2980 19.0700  30     .000    .853  17.940    .148   -.225   
  80 199 Hg   .0  6.664    .10500E+00    .35000E-01   -.49720E+01   .5526 10.1393   .3815  9.6190   .0000  17     .391    .851  14.738    .694    .249   
  80 200 Hg   .5  8.028    .80000E-01    .30000E-01   -.56530E+01   .5458  8.8483   .3536  9.1060 17.6300  30     .370    .849  13.618    .613    .065   
  80 201 Hg   .0  6.230    .60000E+00    .15000E+00   -.62420E+01   .3494  8.2422   .2625  8.3030 16.5700  14     .405    .846  14.052    .562   -.281   
  80 202 Hg  1.5  7.754    .90000E-01    .30000E-01   -.69530E+01   .4348  8.0529   .2944  7.8330 16.7500  30     .440    .844  13.448    .595    .248   
  81 204 Tl   .5  6.656    .47000E+00    .50000E-01   -.83840E+01   .0856  6.7042   .0759  6.7160 15.1500  12     .668    .840  13.443    .388    .108   
  81 206 Tl   .5  6.503    .40000E+01    .40000E+00   -.10155E+02   .0643  5.2262   .0579  5.0450 12.1300  24     .936    .836   9.702    .452   -.096   
  82 205 Pb   .0  6.732    .21000E+01    .20000E+00   -.84600E+01   .0796  6.3977   .0713  6.4020 14.4600  30     .851    .838  12.145    .572    .392   
  82 207 Pb   .0  6.738    .30000E+02    .60000E+01   -.10547E+02   .1300  4.5468   .1052  4.4360 11.4400  30    2.444    .834  13.325    .603   -.359   
  82 208 Pb   .5  7.368    .30000E+02    .80000E+01   -.10998E+02   .1764  4.1876   .1332  3.8960 11.0400  30    4.085    .832  12.052    .573   -.093   
  82 209 Pb   .0  3.937    .90000E+02    .15000E+02   -.96870E+01   .1537  4.4393   .1236  4.0280 12.4500  30    2.442    .830  11.330    .000    .159   
  83 210 Bi  4.5  4.604    .44500E+01    .40000E+00   -.86070E+01   .0631  4.6650   .0568  5.9280 13.1500  11     .990    .828   9.165    .428    .269   
  90 229 Th   .0  5.253    .50000E-02    .30000E-02    .23790E+01  2.3484 23.4164  1.1657 20.2470   .0000  21     .000    .793  21.821   2.287    .446   
  90 230 Th  2.5  6.794    .62000E-03    .12000E-03    .23200E+01   .4752 20.7485   .3873 20.1580 29.5400  30     .000    .791  17.466    .479    .540   
  91 232 Pa  1.5  5.549    .51000E-03    .30000E-04    .20910E+01   .1279 20.5378   .1205 19.9930 29.7800   0     .000    .788  25.638    .539   -.493   
  91 233 Pa  2.0  6.529    .42000E-03    .80000E-04    .22660E+01   .4352 19.8851   .3557 20.2770   .0000  13     .792   1.950    .000    .000    .000   
  91 234 Pa  1.5  5.220    .78000E-03    .10000E-03    .21630E+01   .3032 20.9996   .2651 20.2910 30.8700   0     .000    .784  28.716    .876   -.528   
  92 233 U    .0  5.762    .46000E-02    .50000E-03    .16990E+01   .2575 20.8387   .2301 19.6290 30.0300  19     .000    .786  20.474    .521    .221   
  92 234 U   2.5  6.845    .52000E-03    .20000E-04    .17440E+01   .0851 20.6471   .0819 19.7410 29.2600  30     .000    .784  18.593    .251    .444   
  92 235 U    .0  5.298    .11200E-01    .80000E-03    .17680E+01   .1754 20.9323   .1623 19.9290 30.2600  30     .000    .783  19.309    .235    .311   
  92 236 U   3.5  6.546    .45000E-03    .30000E-04    .18550E+01   .1588 21.7849   .1483 20.0800 30.6600  30     .000    .781  21.297    .171    .303   
  92 237 U    .0  5.126    .14000E-01    .10000E-02    .18060E+01   .1804 21.2722   .1671 20.1620 30.3400  30     .000    .779  21.553    .342    .110   
  92 238 U    .5  6.153    .35000E-02    .80000E-03    .20350E+01   .6255 21.8804   .4910 20.5280 30.6500  30     .000    .778  21.414    .876    .221   
  93 237 Np  6.0  6.580    .60000E-03    .60000E-04    .16340E+01   .2052 17.3567   .1842 19.7990   .0000  21     .783   1.939    .000    .000    .000   
  93 238 Np  2.5  5.488    .57000E-03    .30000E-04    .14280E+01   .1121 19.5401   .1062 19.6400 29.1400  30     .000    .778  21.737    .197   -.233   
  93 239 Np  2.0  6.217    .41000E-03    .10000E-03    .17970E+01   .6052 20.9470   .4668 20.2060   .0000  19     .000    .776  20.939    .742    .132   
  94 239 Pu   .0  5.646    .83000E-02    .50000E-03    .11030E+01   .1370 19.7678   .1281 19.3370 28.9900  26     .000    .776  20.425    .396    .039   
  94 240 Pu   .5  6.534    .22000E-02    .90000E-04    .13540E+01   .0933 20.8501   .0892 19.7430 29.7900  30     .000    .775  21.148    .084    .178   
  94 241 Pu   .0  5.242    .13000E-01    .50000E-03    .13530E+01   .0925 20.6674   .0886 19.8610 30.0900  11     .000    .773  22.734    .299    .001   
  94 242 Pu  2.5  6.310    .93000E-03    .80000E-04    .15790E+01   .2105 21.5705   .1923 20.2240 30.7500   0     .000    .771  24.599    .551    .040   
  94 243 Pu   .0  5.034    .13500E-01    .15000E-02    .15460E+01   .2923 21.7333   .2597 20.3050 30.6100  11     .000    .770  26.390    .629   -.137   
  95 242 Am  2.5  5.538    .58000E-03    .40000E-04    .95100E+00   .1457 19.1630   .1357 19.3370 28.8900  12     .000    .771  21.774    .249   -.252   
  95 243 Am  5.0  6.364    .27000E-03    .30000E-04    .13230E+01   .2452 19.7644   .2187 19.8990 30.4200  11     .000    .770  18.866    .526    .076   
  95 244 Am  2.5  5.367    .73000E-03    .60000E-04    .11600E+01   .1793 19.4269   .1648 19.7800 29.4600   0     .000    .768  22.507    .327   -.320   
  96 243 Cm   .0  5.693    .14000E-01    .30000E-02    .73000E+00   .5119 18.3131   .4075 19.1530 28.0300  11     .000    .770  21.437    .839   -.346   
  96 244 Cm  2.5  6.801    .69000E-03    .50000E-04    .86400E+00   .1594 19.8000   .1481 19.3940 28.6700   0     .000    .768  21.465    .677   -.075   
  96 245 Cm   .0  5.520    .11800E-01    .12000E-02    .74300E+00   .2367 19.3822   .2126 19.3330 29.0600  11     .000    .767  20.258    .358    .057   
  96 246 Cm  3.5  6.458    .79000E-03    .50000E-04    .97200E+00   .1463 20.4271   .1367 19.7130 30.6900  30     .000    .765  19.519    .480    .110   
  96 247 Cm   .0  5.156    .30000E-01    .50000E-02    .97900E+00   .4182 18.9702   .3503 19.8310 28.5400  19     .000    .764  18.772    .554    .084   
  96 248 Cm  4.5  6.213    .12000E-02    .30000E-03    .12120E+01   .6677 20.3228   .5117 20.2140 29.3200  25     .000    .762  20.676    .755    .030   
  97 250 Bk  3.5  4.970    .11000E-02    .10000E-03    .10430E+01   .2095 19.6065   .1899 20.1230 29.7300  17     .000    .759  21.532    .348   -.152   
  98 250 Cf  4.5  6.625    .76000E-03    .10000E-03    .38600E+00   .3014 19.1975   .2624 19.2250 29.0100  30     .000    .759  19.847    .427    .204   
