                                         11      0.821  1.005E-01  1.006E-01  2.039E-04
                                         10      0.855  0.000E+00  0.000E+00  1.031E-04
                                          9      0.875  0.000E+00  0.000E+00  1.789E-04
                                          8      0.991  1.899E-01  1.900E-01  1.394E-04
                                          6      1.306  1.508E-01  1.508E-01  8.168E-05
                                          5      1.314  5.586E-01  5.586E-01  8.076E-05
 26   3.250200   7.5 -1             2 u                 (15/2-)  0
                                         19      0.293  1.379E-01  1.382E-01  2.002E-03
                                          4      1.762  8.618E-01  8.618E-01  5.144E-05
 27   3.281000   0.5 -1             0 c               (1/2,3/2)  0
 28   3.292300   3.5 -1             4 c               5/2-,7/2-  0
                                          9      1.037  1.018E-01  1.018E-01  1.273E-04
                                          8      1.152  2.994E-02  2.994E-02  1.247E-04
                                          2      3.056  5.988E-01  5.988E-01  1.759E-05
                                          1      3.292  2.695E-01  2.695E-01  1.569E-05
 29   3.423300  -1.0  0             2            (1/2- TO 7/2-)  0
                                          7      1.464  2.481E-01  2.481E-01  0.000E+00
                                          1      3.422  7.519E-01  7.519E-01  0.000E+00
 30   3.543500  -1.0  0             0                 1/2-,3/2-  0
 31   3.554100   1.5 -1             1 u                    3/2-  0
                                          1      3.553  1.000E+00  1.000E+00  1.399E-05
 32   3.657900  -1.0  0             0                            0
 33   3.679900   8.5 -1   1.52E-09  2 u                 (17/2-)  0
                                         26      0.430  3.546E-01  3.549E-01  8.250E-04
                                         19      0.723  6.448E-01  6.451E-01  4.040E-04
 34   3.694500  -1.0  0             4                 1/2-,3/2-  0
                                         18      0.781  1.000E-01  1.000E-01  0.000E+00
                                          8      1.554  2.500E-01  2.500E-01  0.000E+00
                                          6      1.869  5.000E-01  5.000E-01  0.000E+00
                                          1      3.694  1.500E-01  1.500E-01  0.000E+00
 35   3.730000   3.5  0             0 u                   (7/2)  0
 36   3.826000   3.5  0             3 u                     7/2  0
                                          3      2.685  2.882E-01  2.882E-01  0.000E+00
                                          2      3.588  1.235E-01  1.235E-01  0.000E+00
                                          1      3.825  5.882E-01  5.882E-01  0.000E+00
 37   3.835000   3.5  0             2 u                   (7/2)  0
                                          9      1.578  6.410E-01  6.410E-01  0.000E+00
                                          3      2.694  3.590E-01  3.590E-01  0.000E+00
 38   3.877000  -1.0  0             1                 (3/2,5/2)  0
                                          7      1.918  1.000E+00  1.000E+00  0.000E+00
 39   3.893200  -1.0  0             2                 1/2-,3/2-  0
                                         16      1.051  2.913E-02  2.913E-02  0.000E+00
                                          1      3.892  9.709E-01  9.709E-01  0.000E+00
 40   3.931800  -1.0  0             1                  3/2,5/2-  0
                                          8      1.792  1.000E+00  1.000E+00  0.000E+00
 41   3.955000  -1.0  0             1                 (7/2,9/2)  0
                                          3      2.815  1.000E+00  1.000E+00  0.000E+00
 42   4.005900  -1.0  0             2               (3/2-,5/2-)  0
                                         10      1.730  3.197E-01  3.197E-01  0.000E+00
                                          2      3.769  6.803E-01  6.803E-01  0.000E+00
 43   4.017000  -1.0  0             0                (1/2,3/2-)  0
 44   4.046000  -1.0  0             1                            0
                                          1      4.044  1.000E+00  1.000E+00  0.000E+00
 45   4.052000  -1.0  0             1                            0
                                         20      1.068  1.000E+00  1.000E+00  0.000E+00
 46   4.091200  -1.0  0             1               (5/2-,7/2-)  0
                                          8      1.951  1.000E+00  1.000E+00  0.000E+00
 47   4.138900   9.5 -1   7.00E-13  1 u                 (19/2-)  0
                                         33      0.459  9.993E-01  1.000E+00  7.113E-04
 48   4.153000   2.5  1             2 u                  (5/2+)  0
                                          8      2.013  3.289E-01  3.289E-01  2.130E-05
                                          6      2.328  6.711E-01  6.711E-01  1.729E-05
 49   4.200000  -1.0  0             2                 (1/2,3/2)  0
                                         10      1.924  4.012E-01  4.012E-01  0.000E+00
                                          5      2.383  5.988E-01  5.988E-01  0.000E+00
 50   4.206100   2.5  0             4 u                   (5/2)  0
                                          6      2.380  1.502E-01  1.502E-01  0.000E+00
                                          5      2.388  1.502E-01  1.502E-01  0.000E+00
                                          2      3.968  4.292E-01  4.292E-01  0.000E+00
                                          1      4.205  2.704E-01  2.704E-01  0.000E+00
 51   4.352400  -1.0  0             3               (1/2-,3/2-)  0
                                         31      0.798  1.746E-01  1.746E-01  0.000E+00
                                          7      2.392  2.963E-01  2.963E-01  0.000E+00
                                          1      4.350  5.291E-01  5.291E-01  0.000E+00
 52   4.451000   3.5 -1             6 u                    7/2-  0
                                         25      1.319  2.996E-01  2.997E-01  9.252E-05
                                         11      2.141  0.000E+00  0.000E+00  3.104E-05
                                          9      2.194  3.393E-01  3.393E-01  2.980E-05
                                          7      2.491  0.000E+00  0.000E+00  5.730E-05
                                          6      2.625  0.000E+00  0.000E+00  2.317E-05
                                          5      2.633  3.610E-01  3.610E-01  2.306E-05
 53   4.463000  -1.0  0             0                            0
 54   4.488101  -1.0  0             2                1/2,3/2(-)  0
                                          9      2.232  3.711E-01  3.711E-01  0.000E+00
                                          2      4.251  6.289E-01  6.289E-01  0.000E+00
 55   4.493000  -1.0  0             0                 5/2-,7/2-  0
 56   4.523000  -1.0  0             0                 1/2-,3/2-  0
 57   4.532000  -1.0  0             0                            0
 58   4.540000  -1.0  0             3             (3/2,5/2,7/2)  0
                                         15      1.838  5.000E-01  5.000E-01  0.000E+00
                                          7      2.581  5.000E-01  5.000E-01  0.000E+00
                                          3      3.400  0.000E+00  0.000E+00  0.000E+00
 59   4.601000  -1.0  0             0                            0
 60   4.701000  -1.0  0             0                            0
 61   4.723000  -1.0  0             2                 (1/2,3/2)  0
                                         15      2.021  0.000E+00  0.000E+00  0.000E+00
                                          1      4.721  0.000E+00  0.000E+00  0.000E+00
 62   4.731000  -1.0  0             0               (3/2+,5/2+)  0
 63   4.739000  -1.0  0             0                            0
 64   4.776000  -1.0  0             0                            0
 65   4.883000  -1.0  0             3                  1/2,3/2-  0
                                         16      2.042  0.000E+00  0.000E+00  0.000E+00
                                          8      2.743  5.000E-01  5.000E-01  0.000E+00
                                          7      2.924  5.000E-01  5.000E-01  0.000E+00
 66   4.925000  -1.0  0             3              1/2- TO 7/2-  0
                                         20      1.938  0.000E+00  0.000E+00  0.000E+00
                                         18      2.010  0.000E+00  0.000E+00  0.000E+00
                                         11      2.613  1.000E+00  1.000E+00  0.000E+00
 67   5.067000   1.5  0             0 u                   (3/2)  0
 68   5.073000  -1.0  0             4                 1/2,3/20-  0
                                         10      2.798  0.000E+00  0.000E+00  0.000E+00
                                          9      2.818  5.988E-01  5.988E-01  0.000E+00
                                          7      3.115  4.012E-01  4.012E-01  0.000E+00
                                          5      3.257  0.000E+00  0.000E+00  0.000E+00
 69   5.129000  -1.0  0             5                 1/2-,3/2-  0
                                         20      2.145  0.000E+00  0.000E+00  0.000E+00
                                         11      2.819  2.200E-01  2.200E-01  0.000E+00
                                          9      2.873  4.000E-01  4.000E-01  0.000E+00
                                          6      3.304  1.520E-01  1.520E-01  0.000E+00
                                          5      3.312  2.280E-01  2.280E-01  0.000E+00
 70   5.174000  -1.0  0             2             (1/2,5/2,7/2)  0
                                          7      3.216  5.208E-01  5.208E-01  0.000E+00
                                          6      3.350  4.792E-01  4.792E-01  0.000E+00
 71   5.192000  -1.0  0             4               (3/2+,5/2+)  0
                                         22      2.137  2.789E-01  2.789E-01  0.000E+00
                                         18      2.274  2.007E-01  2.007E-01  0.000E+00
                                         17      2.296  1.803E-01  1.803E-01  0.000E+00
                                          2      4.950  3.401E-01  3.401E-01  0.000E+00
 72   5.203000  -1.0  0             1                            0
                                          1      5.200  1.000E+00  1.000E+00  0.000E+00
 73   5.212000  -1.0  0             2                            0
                                         18      2.298  3.789E-01  3.789E-01  0.000E+00
                                          2      4.974  6.211E-01  6.211E-01  0.000E+00
 74   5.230000  -1.0  0             3                            0
                                          5      3.406  0.000E+00  0.000E+00  0.000E+00
                                          2      4.985  0.000E+00  0.000E+00  0.000E+00
                                          1      5.227  0.000E+00  0.000E+00  0.000E+00
 75   5.454000  -1.0  0             0                 1/2-,3/2-  0
 76   5.517000  -1.0  0             0               (1/2-,3/2-)  0
 77   5.585000  -1.0  0             0                            0
 78   5.596000  -1.0  0             0               (1/2-,3/2-)  0
 79   5.639000  10.5 -1             1 u                 (21/2-)  0
                                         47      1.500  9.999E-01  1.000E+00  6.321E-05
 80   5.692000  -1.0  0             0               (1/2-,3/2-)  0
 81   5.729000  -1.0  0             0                            0
 82   5.787000  -1.0  0             0                            0
 83   5.867000  -1.0  0             0                            0
 84   5.899000  -1.0  0             0                            0
 85   5.944000  -1.0  0             0                            0
 86   5.975000  -1.0  0             0                            0
 87   6.012000  -1.0  0             0                            0
 88   6.047000  -1.0  0             0                            0
 89   6.072001  -1.0  0             0                            0
 90   6.118001  -1.0  0             0                            0
 91   6.299000  -1.0  0             0                            0
 92   6.304000   1.5 -1             0 u                    3/2-  0
 93   6.451000   1.5 -1             0 u                    3/2-  0
 94   6.469000  11.5 -1             2 u                 (23/2-)  0
                                         79      0.830  0.000E+00  0.000E+00  1.994E-04
                                         47      2.330  0.000E+00  0.000E+00  2.833E-05
 95   6.472000  -1.0  0             0                            0
 96   6.742000  -1.0  0             0                            0
 97   6.754000   2.5 -1             0 u                    5/2-  0
