  91 230 101   -1750.240
     0.262     0.000     0.187     0.000
     0.290     0.000     0.197     0.504
     0.316     0.000     0.211     0.928
     0.341     0.000     0.223     1.699
     0.367     0.000     0.204     2.379
     0.395     0.000     0.191     2.928
     0.424     0.000     0.167     3.200
     0.455     0.000     0.134     3.669
     0.486     0.000     0.124     3.597
     0.517     0.000     0.132     3.414
     0.548     0.000     0.156     3.048
     0.579     0.000     0.176     2.911
     0.612     0.000     0.192     2.755
     0.643     0.000     0.236     2.257
     0.674     0.000     0.260     2.024
     0.707     0.000     0.312     1.929
     0.737     0.000     0.320     1.873
     0.773     0.000     0.381     1.985
     0.805     0.000     0.521     1.836
     0.835     0.000     0.572     1.776
     0.865     0.000     0.618     1.617
     0.892     0.000     0.665     1.832
     0.921     0.000     0.729     2.084
     0.946     0.000     0.773     2.426
     0.971     0.000     0.815     2.892
     1.010    -0.162     0.883     4.107
     1.031    -0.167     0.912     4.469
     1.051    -0.174     0.942     4.857
     1.073    -0.182     0.984     5.146
     1.096    -0.330     1.053     5.149
     1.116    -0.347     1.088     5.410
     1.136    -0.358     1.125     5.459
     1.157    -0.366     1.162     5.352
     1.180    -0.380     1.199     5.438
     1.203    -0.395     1.232     5.656
     1.228    -0.411     1.263     5.731
     1.251    -0.425     1.294     5.680
     1.276    -0.441     1.329     5.410
     1.300    -0.438     1.384     5.487
     1.321    -0.449     1.415     5.359
     1.342    -0.461     1.457     5.201
     1.363    -0.472     1.495     5.126
     1.387    -0.486     1.539     5.105
     1.409    -0.499     1.578     5.106
     1.434    -0.517     1.632     4.948
     1.461    -0.534     1.684     4.944
     1.482    -0.543     1.722     5.323
     1.505    -0.561     1.783     4.928
     1.533    -0.697     1.884     4.813
     1.561    -0.707     1.953     4.592
     1.592    -0.721     2.021     4.408
     1.622    -0.737     2.088     4.387
     1.651    -0.749     2.147     4.270
     1.681    -0.766     2.209     4.254
     1.713    -0.785     2.278     4.309
     1.746    -0.805     2.350     4.295
     1.779    -0.820     2.421     4.329
     1.813    -0.834     2.484     4.216
     1.847    -0.852     2.557     4.227
     1.880    -0.871     2.622     4.285
     1.914    -0.879     2.710     4.045
     1.947    -0.896     2.795     3.995
     1.980    -0.914     2.880     3.968
     2.009    -0.933     2.947     4.068
     2.041    -0.951     3.034     4.014
     2.073    -0.969     3.116     4.055
     2.105    -0.987     3.197     4.106
     2.135    -1.005     3.280     4.074
     2.165    -1.026     3.369     3.988
     2.194    -1.043     3.445     4.031
     2.221    -1.057     3.516     4.082
     2.248    -1.072     3.607     3.985
     2.275    -1.085     3.686     3.996
     2.304    -1.100     3.780     4.010
     2.338    -1.097     3.892     4.184
     2.370    -1.112     3.992     4.124
     2.400    -1.128     4.075     4.093
     2.429    -1.143     4.153     4.084
     2.455    -1.171     4.216     4.126
     2.483    -1.194     4.307     4.000
     2.510    -1.208     4.385     3.974
     2.537    -1.226     4.465     3.952
     2.559    -1.240     4.527     3.901
     2.583    -1.257     4.602     3.809
     2.629    -1.287     4.742     3.852
     2.649    -1.306     4.817     3.935
     2.665    -1.319     4.864     3.838
     2.681    -1.339     4.933     3.613
     2.700    -1.354     5.001     3.590
     2.724    -1.362     5.072     3.599
     2.748    -1.390     5.162     3.469
     2.770    -1.405     5.245     3.371
     2.792    -1.424     5.329     3.338
     2.813    -1.448     5.406     3.156
     2.832    -1.475     5.470     3.076
     2.846    -1.491     5.521     3.024
     2.870    -1.513     5.590     2.928
     2.891    -1.564     5.653     2.948
     2.913    -1.585     5.730     2.770
     2.935    -1.601     5.772     2.569
    10.009     9.999     9.999     0.000
  91 231 101   -1757.144
     0.271     0.000     0.191     0.000
     0.299     0.000     0.201     0.586
     0.328     0.000     0.201     1.436
     0.354     0.000     0.198     2.298
     0.382     0.000     0.193     3.064
     0.411     0.000     0.161     3.618
     0.441     0.000     0.160     4.048
     0.471     0.000     0.134     4.265
     0.502     0.000     0.114     4.136
     0.534     0.000     0.150     3.948
     0.565     0.000     0.157     3.759
     0.598     0.000     0.176     3.415
     0.632     0.000     0.221     2.964
     0.664     0.000     0.254     2.527
     0.696     0.000     0.290     2.297
     0.727     0.000     0.336     2.167
     0.757     0.000     0.381     2.106
     0.791     0.000     0.479     1.909
     0.822     0.000     0.529     1.876
     0.852     0.000     0.596     1.699
     0.879     0.000     0.641     1.869
     0.904     0.000     0.698     2.130
     0.932     0.000     0.745     2.422
     0.956     0.000     0.790     2.842
     0.980     0.000     0.831     3.315
     1.004     0.000     0.874     3.821
     1.045    -0.168     0.954     4.598
     1.067    -0.180     0.985     4.956
     1.093    -0.340     1.047     5.401
     1.116    -0.353     1.079     5.530
     1.140    -0.369     1.113     5.646
     1.164    -0.386     1.153     5.875
     1.189    -0.399     1.200     5.975
     1.212    -0.410     1.247     5.921
     1.233    -0.421     1.286     5.963
     1.251    -0.430     1.326     5.851
     1.273    -0.443     1.368     5.609
