  84 207  86   -1620.352
     0.021     0.000    -0.015     0.000
     0.060     0.000    -0.018     0.229
     0.093     0.000    -0.005     1.793
     0.125     0.000     0.006     4.227
     0.157     0.000     0.019     6.894
     0.188     0.000     0.052     9.178
     0.221     0.000     0.061    11.277
     0.254     0.000     0.079    12.859
     0.289     0.000     0.078    13.773
     0.328     0.000     0.086    14.193
     0.369     0.000     0.098    14.102
     0.411     0.000     0.129    13.361
     0.454     0.000     0.142    12.639
     0.496     0.000     0.171    11.636
     0.538     0.000     0.200    10.901
     0.580     0.000     0.244    10.242
     0.621     0.000     0.301    10.248
     0.654     0.000     0.327    10.704
     0.693     0.000     0.394    10.951
     0.732     0.000     0.449    11.536
     0.771     0.000     0.518    12.179
     0.809     0.000     0.603    12.922
     0.847     0.000     0.670    13.750
     0.884     0.000     0.808    14.348
     0.919     0.000     0.871    15.019
     0.967    -0.163     0.911    16.136
     0.996    -0.318     0.988    16.422
     1.019    -0.328     1.018    16.857
     1.045    -0.339     1.055    17.155
     1.069    -0.350     1.092    17.690
     1.100    -0.370     1.142    17.941
     1.131    -0.391     1.182    18.421
     1.169    -0.414     1.220    18.959
     1.209    -0.444     1.263    19.210
     1.248    -0.468     1.301    19.538
     1.288    -0.480     1.338    20.016
     1.329    -0.486     1.426    20.162
     1.369    -0.485     1.512    20.549
     1.409    -0.476     1.602    20.812
     1.452    -0.210     1.647    20.715
     1.498     0.000     1.846    20.218
     1.542     0.000     1.951    19.742
     1.583     0.000     2.012    19.466
     1.622     0.000     2.108    19.227
     1.659     0.000     2.200    19.055
     1.692     0.000     2.306    18.996
     1.725     0.000     2.397    19.125
     1.757     0.000     2.446    18.992
     1.791    -0.245     2.502    18.971
     1.820    -0.261     2.590    18.973
     1.850    -0.269     2.671    18.914
     1.875    -0.275     2.744    18.919
     1.901    -0.279     2.817    18.928
     1.930    -0.285     2.899    19.118
     1.959    -0.290     2.976    19.241
     1.987    -0.295     3.053    19.368
     2.016    -0.300     3.131    19.601
     2.042    -0.304     3.205    19.760
     2.083     0.000     3.543    20.022
     2.117     0.000     3.539    20.144
     2.151    -0.301     3.558    20.381
     2.202     0.000     3.998    20.087
     2.241     0.000     4.138    20.066
     2.278     0.000     4.265    19.992
     2.315     0.000     4.390    19.944
     2.354     0.000     4.444    19.812
     2.389     0.000     4.562    19.756
     2.428     0.000     4.665    19.809
     2.461     0.000     4.852    19.734
     2.492     0.000     4.960    19.703
     2.525     0.000     4.998    19.673
     2.563    -0.106     5.116    19.661
     2.601    -0.087     5.253    19.532
     2.637    -0.087     5.359    19.392
     2.676    -0.082     5.484    19.274
     2.709    -0.080     5.591    19.190
     2.747    -0.071     5.710    19.096
     2.783    -0.068     5.834    19.082
     2.816    -0.072     5.948    19.046
     2.841     0.000     5.985    19.188
     2.887     0.000     6.097    19.104
     2.927    -0.065     6.339    18.832
     2.963    -0.052     6.544    18.836
     2.997    -0.048     6.739    19.136
     3.072    -0.692     8.879     1.563
     3.141    -0.839     9.406     0.000
  84 208  84   -1629.456
    -0.005     0.000     0.011     0.000
     0.034     0.000     0.003     0.150
     0.071     0.000    -0.006     1.247
     0.103     0.000    -0.001     3.696
     0.134     0.000     0.013     6.707
     0.166     0.000     0.026     9.476
     0.198     0.000     0.041    11.800
     0.232     0.000     0.053    13.582
     0.267     0.000     0.069    14.936
     0.304     0.000     0.089    15.833
     0.343     0.000     0.094    16.124
     0.383     0.000     0.095    15.840
     0.425     0.000     0.129    15.040
     0.476     0.000     0.154    13.744
     0.522     0.000     0.191    12.740
     0.564     0.000     0.214    12.150
     0.605     0.000     0.265    12.043
     0.645     0.000     0.312    12.276
     0.686     0.000     0.367    12.634
     0.722     0.000     0.432    13.115
     0.761     0.000     0.483    13.765
     0.798     0.000     0.578    14.584
     0.835     0.000     0.653    15.483
     0.871     0.000     0.779    16.182
     0.907     0.000     0.848    16.801
     0.965    -0.154     0.939    18.062
     1.006    -0.320     1.004    18.564
     1.037    -0.340     1.045    19.041
     1.072    -0.362     1.086    19.547
     1.110    -0.390     1.139    19.821
     1.147    -0.408     1.182    20.429
     1.185    -0.432     1.231    20.734
     1.223    -0.448     1.280    21.228
     1.263    -0.467     1.333    21.470
     1.305    -0.619     1.423    21.656
     1.344    -0.626     1.469    21.838
