  10030   -0.0067   10.4983   -6.5526    0.0011    0.0500                       
  10031    0.2286    7.9306   -4.0653    0.0020    0.0175                       
  10032    0.1950    9.5653   -5.6551    0.0013    0.0233                       
  10033    0.2118    6.4297   -2.2134    0.0053    0.0095                       
  10034    0.1950    6.5183   -2.2408    0.0046    0.0196                       
  10035    0.1950    6.6059   -1.9308    0.0055    0.0037                       
  10036    0.2118    7.0912   -2.2326    0.0038    0.0131                       
  10037    0.3462    6.2806   -1.5725    0.0103    0.0098                       
  11017   -0.0067    5.5262   -2.9457    0.0035    0.0388                       
  11018   -0.0067    9.2948   -6.5769    0.0016    0.0553                       
  11019    0.1782    5.7525   -3.2796    0.0042    0.0179                       
  11020    0.2958    6.8724   -4.2782    0.0031    0.0339                       
  11021    0.3798    9.8550   -7.2273    0.0014    0.0240                       
  11022    0.3966    7.9808   -5.2251    0.0024    0.0361                       
  11023    0.3966   11.5111   -8.8306    0.0012    0.0272                       
  11024    0.3630    9.3079   -6.3641    0.0017    0.0111                       
  11025   -0.2756   11.5659   -8.7293    0.0010    0.0366                       
  11026    0.0605   11.6716   -8.4008    0.0010    0.0272                       
  11027    0.1277    8.2761   -5.1319    0.0018    0.0115                       
  11028   -0.0571    9.6806   -6.1916    0.0013    0.0104                       
  11029   -0.0067   10.7508   -7.2025    0.0009    0.0293                       
  11030   -0.0067    6.5431   -2.8383    0.0038    0.0125                       
  11031    0.3462   11.7595   -7.8700    0.0009    0.0241                       
  11032    0.3462    8.2051   -4.1831    0.0019    0.0060                       
  11033    0.3126   11.5485   -7.4757    0.0009    0.0197                       
  11034    0.3126    6.6797   -2.5699    0.0045    0.0049                       
  11035    0.2790    7.1228   -2.9369    0.0031    0.0131                       
  11036    0.2790    6.9764   -2.4078    0.0042    0.0151                       
  11037    0.2454    8.3160   -3.6353    0.0022    0.0232                       
  11038    0.1950    6.8953   -1.9670    0.0052    0.0126                       
  11039    0.2958    6.9498   -2.1116    0.0051    0.0072                       
  12018   -0.2924    8.3779   -5.6777    0.0014    0.0287                       
  12019    0.0101    4.1400   -2.3452    0.0170    0.2376                       
  12020   -0.0067    4.2820   -2.3191    0.0113    0.1251                       
  12021    0.2622    9.2453   -6.6131    0.0016    0.0468                       
  12022    0.3798    5.8899   -3.4572    0.0036    0.0124                       
  12023    0.3966    9.8394   -7.1575    0.0015    0.0205                       
  12024    0.3966   12.0570   -9.3974    0.0010    0.1804                       
  12025    0.3630    5.9892   -3.3100    0.0044    0.0427                       
  12026   -0.3092   11.8111   -8.9774    0.0008    0.0706                       
  12027    0.0941    6.9104   -3.8460    0.0026    0.0111                       
  12028    0.1782   12.0368   -8.8778    0.0009    0.0295                       
  12029   -0.0908    9.7573   -6.3566    0.0012    0.0062                       
  12030   -0.0067   11.4303   -7.9281    0.0008    0.0156                       
  12031   -0.0067    9.0109   -5.3046    0.0015    0.0158                       
  12032    0.3294   11.6639   -7.8841    0.0008    0.0521                       
  12033    0.3294   10.9456   -6.9910    0.0010    0.0131                       
  12034    0.3294   11.6594   -7.6399    0.0008    0.0405                       
  12035    0.3126    7.1195   -3.1034    0.0031    0.0136                       
  12036    0.3126   11.3450   -7.1985    0.0009    0.0829                       
  12037    0.3126    6.8307   -2.5190    0.0044    0.0124                       
  12038    0.3126    8.8166   -4.4151    0.0018    0.0487                       
  12039   -0.2420    6.1918   -1.8682    0.0083    0.0101                       
  12040   -0.2655    6.4656   -2.0534    0.0067    0.0140                       
  12041   -0.2252    6.5007   -1.4667    0.0102    0.0047                       
  13019   -0.3092    7.2688   -4.3483    0.0019    0.0106                       
  13020   -0.3597    7.2931   -4.2627    0.0025    0.0585                       
  13021    0.1109    7.8943   -5.1108    0.0019    0.0134                       
  13022    0.2118    6.5651   -3.6644    0.0034    0.0227                       
  13023    0.3294    6.5491   -3.6727    0.0030    0.0118                       
  13024    0.3966    6.8591   -3.8407    0.0032    0.0097                       
  13025    0.3966    9.3644   -6.4534    0.0016    0.0175                       
  13026   -0.3933    7.9369   -5.1268    0.0024    0.1072                       
  13027   -0.3597    5.8102   -2.9922    0.0039    0.0437                       
  13028    0.1950   11.8347   -8.5603    0.0011    0.0219                       
  13029    0.1950   12.0587   -8.7587    0.0009    0.0287                       
  13030   -0.2084   11.9394   -8.4456    0.0010    0.0276                       
  13031   -0.0571   12.4338   -8.8919    0.0008    0.0286                       
  13032   -0.0067   11.0348   -7.3300    0.0012    0.0462                       
  13033    0.0437   12.4267   -8.6193    0.0008    0.0871                       
  13034    0.2958   11.9278   -7.7861    0.0008    0.0203                       
  13035    0.2790   11.1700   -7.0894    0.0009    0.0136                       
  13036    0.2790    7.5324   -3.3924    0.0026    0.0093                       
  13037    0.2790    9.8761   -5.6592    0.0012    0.0081                       
  13038    0.2790    6.7279   -2.3482    0.0048    0.0095                       
  13039    0.3126    6.0740   -1.9078    0.0085    0.0074                       
  13040    0.1714    9.2290   -4.3427    0.0016    0.0090                       
  13041   -0.2992    8.0026   -3.4868    0.0027    0.0199                       
  13042   -0.2521    7.4586   -2.2661    0.0046    0.0071                       
  13043    0.1782    7.1132   -2.0052    0.0054    0.0055                       
  14020   -0.6790    7.1009   -4.0614    0.0022    0.0321                       
  14021   -0.4269    9.4909   -6.3700    0.0014    0.0603                       
  14022   -0.0403    4.8755   -2.3847    0.0066    0.0388                       
  14023   -0.3765    7.0017   -4.1783    0.0029    0.0451                       
  14024   -0.3429    7.7620   -4.9104    0.0020    0.0441                       
  14025   -0.3933    6.0229   -3.3027    0.0037    0.0368                       
  14026   -0.3933   11.1331   -8.2630    0.0010    0.0481                       
  14027   -0.4101   11.5382   -8.6635    0.0011    0.0421                       
  14028   -0.3933   11.8658   -8.9459    0.0009    0.1520                       
  14029   -0.3261    8.0721   -4.9430    0.0021    0.0042                       
  14030   -0.2084   11.7952   -8.5498    0.0009    0.0117                       
  14031   -0.2084   12.2823   -8.7963    0.0008    0.0467                       
  14032   -0.0571   12.3427   -8.7797    0.0007    0.0457                       
  14033   -0.0067   12.4883   -8.7616    0.0008    0.1194                       
  14034   -0.0067   12.8636   -9.0762    0.0007    0.1569                       
  14035    0.1109   11.8254   -7.6440    0.0008    0.0421                       
  14036    0.1950   12.5731   -8.4879    0.0007    0.0550                       
  14037    0.1950   10.7578   -6.5822    0.0011    0.0067                       
  14038    0.1950   12.0752   -7.7912    0.0008    0.0299                       
  14039    0.1950    7.8096   -3.3916    0.0024    0.0062                       
  14040   -0.2319   11.9026   -7.3781    0.0007    0.0452                       
  14041   -0.2857    6.6409   -2.3945    0.0056    0.0157                       
  14042   -0.3193    6.9793   -2.7513    0.0046    0.0220                       
  14043   -0.2588    7.3148   -2.2714    0.0050    0.0058                       
  14044   -0.2521    8.3237   -3.1571    0.0027    0.0131                       
  14045   -0.2521    7.9485   -2.5302    0.0035    0.0089                       
  14046   -0.2924   10.6321   -5.1315    0.0013    0.0183                       
  15021   -0.7966    5.1425   -1.7299    0.0198    0.1191                       
  15022   -0.2252    5.3528   -2.1330    0.0067    0.0295                       
  15023   -0.0067    6.5214   -3.2420    0.0033    0.0064                       
  15024   -0.1076    5.5501   -2.4016    0.0076    0.0127                       
  15025   -0.0067    6.7130   -3.3100    0.0034    0.0261                       
  15026   -0.2756    9.5370   -6.0580    0.0015    0.0191                       
  15027   -0.3261    6.3652   -3.0914    0.0037    0.0056                       
  15028   -0.3933    9.2025   -5.7660    0.0019    0.0120                       
  15029   -0.3597    6.0119   -2.8874    0.0049    0.0170                       
  15030   -0.0908    9.9998   -6.4688    0.0014    0.0074                       
  15031   -0.1916    9.2758   -5.8200    0.0015    0.0066                       
  15032   -0.1076   12.5933   -8.8757    0.0009    0.0143                       
  15033   -0.0235    5.1544   -2.0120    0.0111    0.0883                       
  15034   -0.0067    6.5227   -2.8461    0.0045    0.0145                       
  15035   -0.0067   12.9315   -8.9277    0.0008    0.0574                       
  15036   -0.0067    6.8588   -2.5033    0.0046    0.0066                       
  15037    0.1109    9.6116   -5.3604    0.0014    0.0018                       
  15038    0.1277    9.0590   -4.7075    0.0016    0.0019                       
  15039    0.1782   11.4875   -7.1068    0.0009    0.0120                       
  15040    0.2387    8.7564   -4.2776    0.0022    0.0211                       
  15041    0.2185   10.9801   -6.4446    0.0012    0.0088                       
  15042    0.1513    6.6354   -2.0844    0.0064    0.0039                       
  15043   -0.2454    8.1373   -3.4269    0.0024    0.0038                       
  15044    0.1176    7.0083   -1.9221    0.0063    0.0030                       
  15045    0.1580    9.7622   -4.4916    0.0016    0.0043                       
  15046    0.1580    7.3350   -1.8188    0.0059    0.0024                       
  15047    0.1782   10.8727   -5.1113    0.0011    0.0072                       
  15048    0.1916    7.7647   -2.0000    0.0052    0.0044                       
  16022   -0.3933    4.4387   -2.1432    0.0237    0.1170                       
  16023   -0.2084    4.5172   -2.6668    0.0302    0.2049                       
  16024   -0.1412    4.4067   -3.1651    0.0355    0.2261                       
  16025    0.1613    6.9149   -3.5529    0.0030    0.0519                       
  16026    0.1950    6.8826   -3.6219    0.0028    0.0394                       
  16027    0.2622    9.9044   -6.6314    0.0014    0.0465                       
  16028    0.2454    8.5384   -5.3693    0.0018    0.0350                       
  16029   -0.3092    8.9488   -5.6004    0.0017    0.0055                       
  16030   -0.2756    7.2116   -4.0321    0.0025    0.0133                       
  16031    0.0941    5.5954   -2.3118    0.0064    0.0398                       
  16032   -0.1916    5.2463   -2.1168    0.0075    0.0565                       
  16033   -0.1916   11.3175   -7.6746    0.0010    0.0054                       
  16034   -0.0403    8.0175   -4.3737    0.0018    0.0170                       
  16035   -0.0067   11.4412   -7.5734    0.0011    0.0078                       
  16036    0.0101   12.8918   -8.9122    0.0007    0.0445                       
  16037    0.0605    6.2460   -2.1310    0.0059    0.0227                       
  16038    0.1445   10.1039   -5.9614    0.0012    0.0018                       
  16039    0.1613   11.7910   -7.4884    0.0009    0.0074                       
  16040    0.2387   12.5564   -8.2049    0.0007    0.0604                       
  16041    0.2454    9.3181   -4.9115    0.0017    0.0155                       
  16042    0.2387   12.9048   -8.3824    0.0008    0.0415                       
  16043    0.1445    7.4055   -2.8081    0.0035    0.0029                       
  16044   -0.1378    7.8045   -3.1512    0.0025    0.0137                       
  16045   -0.1714    6.8038   -1.7980    0.0071    0.0032                       
  16046    0.1916   10.8048   -5.6507    0.0012    0.0085                       
  16047    0.1849    8.4715   -2.9257    0.0026    0.0037                       
  16048    0.2050   10.9353   -5.3129    0.0011    0.0113                       
  16049    0.2118    8.1466   -2.4158    0.0036    0.0096                       
  16050    0.2185   12.3796   -6.4937    0.0009    0.0206                       
  17023   -0.4101    5.7874   -1.7590    0.0050    0.0043                       
  17024   -0.2252    6.2360   -2.2733    0.0043    0.0149                       
  17025   -0.0571    5.6064   -2.0617    0.0063    0.0152                       
  17026   -0.1916    5.6949   -2.0667    0.0075    0.0067                       
  17027    0.1950    5.5399   -2.0601    0.0085    0.0134                       
  17028    0.2454    6.0453   -2.4066    0.0062    0.0126                       
  17029    0.1950    7.0126   -3.4366    0.0030    0.0276                       
  17030   -0.2588    7.3556   -3.8106    0.0030    0.0066                       
  17031   -0.2420   10.7972   -7.1948    0.0011    0.0524                       
  17032   -0.1916   11.4993   -7.7705    0.0011    0.0122                       
  17033   -0.1916    7.7034   -4.1342    0.0023    0.0113                       
  17034   -0.1916   12.5899   -8.7379    0.0009    0.0427                       
  17035   -0.0571    4.9949   -1.8443    0.0140    0.1152                       
  17036   -0.0067    6.5730   -2.7773    0.0039    0.0188                       
  17037   -0.0235   11.3964   -7.4409    0.0009    0.0130                       
  17038    0.0437   11.5863   -7.0703    0.0009    0.0108                       
  17039    0.1445   12.2017   -7.8493    0.0008    0.0170                       
  17040    0.1244   11.1829   -6.7526    0.0010    0.0033                       
  17041    0.1445   11.9009   -7.3817    0.0008    0.0139                       
  17042    0.1916    8.1609   -3.5775    0.0023    0.0075                       
  17043    0.1513   11.2338   -6.6102    0.0010    0.0104                       
  17044    0.1244    7.3147   -2.6727    0.0038    0.0058                       
  17045   -0.1513    6.5372   -2.1533    0.0062    0.0180                       
  17046   -0.1782    7.5083   -2.4761    0.0043    0.0055                       
  17047   -0.1916    6.8005   -1.9236    0.0078    0.0103                       
  17048   -0.2050    8.1479   -2.7247    0.0033    0.0050                       
  17049   -0.2185    7.1052   -1.8234    0.0069    0.0069                       
  17050   -0.2454    8.0503   -2.4053    0.0039    0.0078                       
  17051   -0.2588    7.9054   -2.3084    0.0046    0.0239                       
  17052   -0.2924    8.7411   -2.3826    0.0031    0.0069                       
  18024   -0.4269    4.9474   -2.0442    0.0289    0.0933                       
  18025   -0.2588    6.5973   -2.5314    0.0036    0.0185                       
  18026   -0.1076    4.7470   -2.6869    0.0321    0.1594                       
  18027   -0.1748    5.5802   -2.0667    0.0083    0.0054                       
  18028    0.3126    5.4617   -1.9402    0.0080    0.0091                       
  18029    0.3294    6.9778   -3.1596    0.0031    0.0164                       
  18030   -0.2084    8.6940   -5.0826    0.0015    0.0373                       
  18031   -0.2420    9.6500   -6.0176    0.0014    0.0383                       
  18032   -0.2252   10.8676   -7.2963    0.0010    0.0318                       
  18033   -0.2084    7.5186   -3.8694    0.0024    0.0047                       
  18034   -0.2084    6.9733   -3.4308    0.0029    0.0276                       
  18035   -0.2084   11.9296   -8.1303    0.0010    0.0122                       
  18036   -0.1076    6.3527   -2.7543    0.0035    0.0247                       
  18037   -0.0067   11.5572   -7.5720    0.0009    0.0081                       
  18038   -0.0571   12.1840   -8.2132    0.0008    0.0507                       
  18039   -0.0403    5.3288   -2.3013    0.0296    0.1120                       
  18040    0.0235    5.6583   -1.5691    0.0107    0.0328                       
  18041    0.0571    5.3876   -1.6458    0.0195    0.0688                       
  18042    0.0504    5.6279   -1.4436    0.0101    0.0502                       
  18043    0.0975    6.4449   -2.0326    0.0043    0.0077                       
  18044    0.0706    5.6379   -1.2812    0.0098    0.0140                       
  18045    0.0975    6.0307   -1.7888    0.0107    0.0139                       
  18046    0.0303    6.2472   -1.7715    0.0068    0.0053                       
  18047   -0.1109    6.5225   -1.7984    0.0107    0.0149                       
  18048   -0.1916    6.9209   -2.0248    0.0062    0.0124                       
  18049   -0.2050    7.1434   -1.9232    0.0063    0.0058                       
  18050   -0.2185    7.1139   -1.8724    0.0062    0.0232                       
  18051   -0.2454    8.0687   -2.5077    0.0036    0.0168                       
  18052   -0.2454    7.3245   -1.9390    0.0066    0.0296                       
  18053   -0.2723   10.3854   -4.0883    0.0015    0.0210                       
  18054   -0.2521   11.1531   -4.9013    0.0013    0.0209                       
  19026   -0.2084    6.6506   -1.7732    0.0039    0.0049                       
  19027   -0.0739    6.0095   -1.7633    0.0071    0.0138                       
  19028   -0.1244    6.2526   -1.8813    0.0071    0.0037                       
  19029    0.3798    5.8644   -2.0187    0.0062    0.0033                       
  19030    0.3798    6.0119   -2.1108    0.0067    0.0069                       
  19031   -0.1916    8.4936   -4.2735    0.0017    0.0260                       
  19032   -0.2084    6.8715   -2.8097    0.0037    0.0083                       
  19033   -0.2084   11.2451   -7.1382    0.0010    0.0574                       
  19034   -0.1916    7.9022   -3.7899    0.0025    0.0034                       
  19035   -0.1916    8.5764   -4.5121    0.0019    0.0027                       
  19036   -0.1916   10.8192   -6.6505    0.0013    0.0038                       
  19037   -0.0571   11.3583   -7.3698    0.0010    0.0086                       
  19038   -0.0067    9.0313   -5.0813    0.0020    0.0052                       
  19039   -0.0403   12.8742   -8.7902    0.0009    0.1075                       
  19040   -0.0571    8.5094   -4.1639    0.0023    0.0044                       
  19041   -0.0370   11.7958   -7.2910    0.0010    0.0109                       
  19042   -0.0571   11.8893   -7.3203    0.0010    0.0238                       
  19043   -0.0504   12.4296   -7.7892    0.0008    0.0547                       
  19044   -0.0706   11.9268   -7.2358    0.0008    0.0212                       
  19045   -0.0639   12.5829   -7.8304    0.0007    0.0581                       
  19046    0.0773    9.3546   -4.7530    0.0019    0.0233                       
  19047   -0.0504    9.2405   -4.6489    0.0019    0.0490                       
  19048   -0.0840   10.5066   -5.2491    0.0015    0.0152                       
  19049   -0.0773   11.6532   -6.3457    0.0011    0.0288                       
  19050   -0.0840   11.0652   -5.3618    0.0012    0.0174                       
  19051   -0.0908   12.5610   -6.8129    0.0009    0.0298                       
  19052   -0.1042   12.1179   -6.0530    0.0009    0.0176                       
  19053   -0.1176   12.7687   -6.6821    0.0008    0.0382                       
  19054   -0.1311   12.7822   -6.4827    0.0008    0.0185                       
  19055   -0.1244   11.6566   -5.3894    0.0010    0.0127                       
  19056   -0.1378   11.8086   -5.2440    0.0011    0.0215                       
  20028   -0.0235    5.3510   -2.1133    0.0245    0.0963                       
  20029    0.3798    5.6671   -1.8445    0.0092    0.0051                       
  20030    0.3966    5.4222   -1.7771    0.0107    0.0087                       
  20031    0.3966    6.0833   -2.1365    0.0062    0.0069                       
  20032   -0.0739   10.0437   -5.9122    0.0012    0.0721                       
  20033   -0.0571    9.3461   -5.3551    0.0016    0.0107                       
  20034   -0.0739   12.4021   -8.3954    0.0008    0.0718                       
  20035   -0.0571   10.6699   -6.6018    0.0013    0.0063                       
  20036   -0.1412   11.6973   -7.5754    0.0009    0.0187                       
  20037   -0.0739    9.9738   -5.9718    0.0014    0.0036                       
  20038   -0.0235   10.9030   -6.8438    0.0010    0.0376                       
  20039   -0.0067   12.6950   -8.6280    0.0009    0.0971                       
  20040    0.0034   12.6786   -8.6045    0.0008    0.1577                       
  20041   -0.0101    9.5099   -5.0590    0.0016    0.0042                       
  20042    0.0034   12.4335   -7.8373    0.0008    0.0467                       
  20043    0.0101   10.0439   -5.4899    0.0012    0.0030                       
  20044    0.0034   11.9975   -7.3311    0.0007    0.0398                       
  20045    0.0101   11.7207   -7.0184    0.0007    0.0685                       
  20046    0.0101   11.3566   -6.6454    0.0007    0.0506                       
  20047    0.0370   11.4741   -6.8832    0.0011    0.0373                       
  20048    0.0034   11.8093   -7.2166    0.0010    0.0788                       
  20049    0.0168   12.3875   -7.1093    0.0009    0.0256                       
  20050    0.0101   12.8917   -7.5484    0.0008    0.0620                       
  20051    0.0101   11.4975   -5.8167    0.0010    0.0349                       
  20052    0.0101   11.9306   -6.1787    0.0009    0.0720                       
  20053    0.0437   12.8009   -6.6342    0.0006    0.0522                       
  20054    0.0303   11.5028   -5.2656    0.0008    0.0441                       
  20055    0.0370   12.4282   -6.0537    0.0006    0.0579                       
  20056    0.0235   12.3088   -5.9237    0.0006    0.0540                       
  20057   -0.0303   11.9886   -5.5598    0.0007    0.0613                       
  20058   -0.0101   12.2506   -5.7757    0.0006    0.0854                       
  21030    0.3966    6.2014   -1.7393    0.0062    0.0168                       
  21031    0.3966    6.0533   -1.8826    0.0069    0.0032                       
  21032    0.3966    6.1030   -1.9044    0.0078    0.0044                       
  21033   -0.0067    6.0356   -1.5527    0.0158    0.0131                       
  21034   -0.0067    8.8698   -3.9058    0.0018    0.0101                       
  21035   -0.0067    7.1407   -2.4142    0.0036    0.0037                       
  21036   -0.0067    6.2405   -1.8709    0.0130    0.0314                       
  21037   -0.0067    5.9452   -1.9858    0.0186    0.0492                       
  21038   -0.0067    6.1344   -1.8035    0.0116    0.0354                       
  21039   -0.0067    6.0639   -1.7773    0.0107    0.0335                       
  21040   -0.0571    9.5952   -5.0320    0.0018    0.0051                       
  21041   -0.0101    9.8161   -5.2458    0.0016    0.0045                       
  21042    0.0571    8.1901   -3.3829    0.0027    0.0017                       
  21043    0.0370    5.8929   -2.7078    0.0349    0.0917                       
  21044    0.0639    8.3966   -3.5314    0.0022    0.0027                       
  21045    0.0571    6.9464   -2.1542    0.0044    0.0051                       
  21046    0.0773   10.1810   -5.2594    0.0013    0.0009                       
  21047    0.0639    6.8679   -2.0289    0.0044    0.0052                       
  21048    0.0773    7.0835   -2.3457    0.0055    0.0052                       
  21049   -0.0437    6.4529   -1.9793    0.0114    0.0123                       
  21050    0.0639    8.1371   -2.6360    0.0034    0.0021                       
  21051    0.0639    6.9017   -1.6985    0.0108    0.0108                       
  21052    0.0706    8.4417   -2.5665    0.0030    0.0022                       
  21053    0.0773    7.0943   -1.3664    0.0097    0.0051                       
  21054    0.0975   11.4033   -5.1613    0.0010    0.0024                       
  21055    0.0908    8.6454   -2.4379    0.0025    0.0005                       
  21056   -0.0975    8.5524   -2.1534    0.0030    0.0006                       
  21057   -0.0908   10.4180   -3.8894    0.0012    0.0006                       
  21058   -0.0975    9.0668   -2.4652    0.0025    0.0014                       
  21059   -0.0773    8.8688   -2.2403    0.0025    0.0018                       
  21060   -0.0639    7.9648   -1.3974    0.0106    0.0021                       
  22032    0.3966    5.6206   -1.7353    0.0126    0.0078                       
  22033    0.3966    6.1295   -1.9159    0.0074    0.0043                       
  22034    0.0437    6.7306   -1.8635    0.0043    0.0152                       
  22035   -0.0067    7.3959   -2.5057    0.0033    0.0022                       
  22036   -0.0067   10.7887   -5.9588    0.0011    0.0088                       
  22037   -0.0067    6.4680   -1.8287    0.0080    0.0263                       
  22038   -0.0571    7.3531   -2.6787    0.0032    0.0028                       
  22039   -0.0403    6.0965   -1.7070    0.0102    0.0204                       
  22040    0.0303    5.8064   -1.6401    0.0138    0.0270                       
  22041   -0.0370   12.0185   -7.3194    0.0010    0.0193                       
  22042    0.0034   11.7666   -7.0582    0.0010    0.0287                       
  22043    0.0437    6.1332   -1.9641    0.0165    0.0517                       
  22044    0.0168    6.3626   -1.7406    0.0107    0.0247                       
  22045    0.0370    5.6990   -8.3598    0.1379    0.0827                       
  22046    0.0235    6.0990   -1.5254    0.0140    0.0328                       
  22047    0.0639    7.0033   -2.1274    0.0039    0.0054                       
  22048    0.0370    6.1810   -1.4862    0.0103    0.0257                       
  22049    0.0773    6.3777   -1.8875    0.0112    0.0190                       
  22050    0.0168    6.4636   -1.8196    0.0104    0.0127                       
