# Level density parameters for EGSM, Gilbert & Cameron (EMPIRE) and GSM (RIPL-2) models (2I4,1x,a2,f4.1,1x,F7.3,3E14.5,5f8.4,I4,1x,5(f8.3))
#  Z  A  Sym Io   Bn       Do            dDo           Esh          +da    a-EGSM    -da   a_sys   a-G&C   Nc     om2    DelO     aas     aerr   shift 
#                [MeV]    [keV]         [keV]         [MeV]        [1/MeV] [1/MeV] [1/MeV] [1/MeV] [1/MeV]       [MeV]   [MeV]  [1/MeV]  [1/MeV] [MeV] 
#-----------------------------------------------------------------------------------------------------------------------------------------------------
  56 137 Ba  .0   6.906    .12100E+01    .11900E+00   -.29350E+01   .1012  7.2239   .0893  7.4760 14.5800  30    1.128   1.025  11.625    .279    .395
  56 138 Ba 1.5   8.611    .35000E+00    .50000E-01   -.38760E+01   .1229  6.6407   .1057  6.9370 13.5900  11    1.436   1.022  10.720    .415    .787
  56 139 Ba  .0   4.723    .18700E+02    .29000E+01   -.30170E+01   .2086  6.1439   .1708  7.2700 14.9400  30    1.019   1.018   9.512    .561    .577
  57 139 La 5.0   8.778    .32000E-01    .60000E-02   -.29010E+01   .1685  7.3597   .1358  7.3750 14.1000  14    1.059   1.018   9.813    .319    .607
  57 140 La 3.5   5.161    .22000E+00    .20000E-01   -.21450E+01   .1155  7.7260   .1036  7.7340 15.5300  30    1.099   1.014  11.622    .517    .808
  58 137 Ce  .0   7.481    .60000E-01    .20000E-01    .40000E-01   .5364 10.5090   .3710  9.9690 16.5100  18     .671   1.025  13.728   1.083    .410
  58 141 Ce  .0   5.428    .31000E+01    .50000E+00   -.17470E+01   .2391  7.8392   .1975  8.7310 15.9200  30    1.119   1.011  14.266    .751    .467
  58 142 Ce 3.5   7.169    .65000E-01    .20000E-01   -.10350E+01   .5316  9.6104   .3750  9.4360   .0000  30     .641   1.007  13.217   1.092    .347
  58 143 Ce  .0   5.144    .11000E+01    .30000E+00   -.35900E+00   .5299 10.3438   .3904 10.0550   .0000  30     .519   1.003  14.349   2.482    .199
  59 142 Pr 2.5   5.842    .11000E+00    .20000E-01   -.10420E+01   .2387  8.2715   .1935  8.2800 16.4800  30    1.108   1.007  11.783    .473    .592
  60 143 Nd  .0   6.123    .10300E+01    .13500E+00   -.94800E+00   .1865  8.5281   .1598  9.7970 16.8600  30    1.136   1.003  14.389    .364    .519
  60 144 Nd 3.5   7.816    .38000E-01    .20000E-02   -.24700E+00   .0728  9.5407   .0669 10.4810 16.8700  30     .696   1.000  11.012    .339    .645
  60 145 Nd  .0   5.756    .45000E+00    .50000E-01    .46400E+00   .1894 10.7863   .1638 11.1810 18.2300  30     .757    .997  12.974    .417    .797
  60 146 Nd 3.5   7.565    .17000E-01    .20000E-02    .97800E+00   .1933 11.5119   .1708 11.6900 18.7700  30     .454    .993  10.465    .336    .709
  60 147 Nd  .0   5.291    .34000E+00    .50000E-01    .17350E+01   .2948 12.8328   .2487 12.5390 20.6800  30     .378    .990  11.736    .600    .469
  60 148 Nd 2.5   7.333    .40000E-02    .15000E-02    .20590E+01   .8543 15.1654   .5679 12.8330 22.0200  11     .000    .986  14.149   1.107    .495
  60 151 Nd  .0   5.334    .16500E+00    .15000E-01    .24630E+01   .1875 14.4571   .1688 13.5730 22.0900  28     .000    .977  11.050    .198    .809
  61 148 Pm 3.5   5.897    .52000E-02    .12000E-02    .21760E+01   .4270 13.1129   .3350 13.1150 20.3400  19     .426    .986  14.027    .801    .071
  62 145 Sm  .0   6.757    .77000E+00    .45000E-01   -.58700E+00   .0722  8.1858   .0663 10.6630   .0000  21    1.203    .997  11.955    .244    .545
  62 148 Sm 3.5   8.142    .57000E-02    .50000E-03    .14770E+01   .1387 12.2003   .1266 12.7360 19.2200  30     .550    .986  11.613    .211    .909
  62 149 Sm  .0   5.871    .65000E-01    .20000E-01    .22860E+01   .6830 14.5041   .4882 13.6930   .0000  30     .442    .983  11.493    .512    .866
  62 150 Sm 3.5   7.985    .24000E-02    .20000E-03    .25730E+01   .1464 14.2498   .1324 13.9300 21.0700  30     .000    .980  12.068    .267    .601
  62 151 Sm  .0   5.596    .46000E-01    .80000E-02    .32440E+01   .3918 16.4656   .3238 14.8650 23.0200  30     .000    .977  11.248    .332   1.248
  62 152 Sm 2.5   8.258    .14000E-02    .15000E-03    .28430E+01   .1868 14.9401   .1702 14.3290 21.4700  30     .000    .973  12.945    .271    .774
  62 153 Sm  .0   5.867    .46000E-01    .30000E-02    .28470E+01   .1293 15.4739   .1189 14.6090 22.3200  30     .000    .970  11.013    .191   1.244
  62 155 Sm  .0   5.807    .11400E+00    .15000E-01    .20140E+01   .2553 13.6655   .2219 13.9550 21.0000  30     .000    .964  10.871    .246    .952
  63 152 Eu 2.5   6.306    .73000E-03    .70000E-04    .35590E+01   .1748 16.2843   .1582 14.8280 22.9800  30     .000    .973  14.644    .232    .292
  63 153 Eu 3.0   8.550    .56000E-03    .20000E-03    .31660E+01   .6449 13.6391   .4395 14.3870 21.5400  30     .000    .970  10.736    .233    .978
  63 154 Eu 2.5   6.442    .11000E-02    .20000E-03    .29050E+01   .3329 15.0897   .2732 14.3850 21.9600  30     .000    .967  14.155    .391    .252
  63 155 Eu 3.0   8.151    .92000E-03    .12000E-03    .25070E+01   .2060 13.4932   .1809 14.0260 20.2700  10     .000    .964  12.521    .224    .327
  63 156 Eu 2.5   6.337    .43000E-02    .15000E-02    .19620E+01   .6688 12.8914   .4572 13.6960 20.0400  11     .000    .961  13.052    .663    .008
  64 153 Gd  .0   6.247    .14000E-01    .30000E-02    .34000E+01   .4632 16.7889   .3713 15.2150 23.0600  30     .000    .970  12.196    .399   1.174
  64 154 Gd 1.0   8.894    .30000E-02    .60000E-03    .29630E+01   .3297 12.9968   .2685 14.6460   .0000  30    1.044   2.239    .000    .000    .000
  64 155 Gd  .0   6.435    .14500E-01    .15000E-02    .30090E+01   .1994 16.0493   .1814 14.9820 23.1200  30     .000    .964  12.474    .203   1.068
  64 156 Gd 1.5   8.536    .17000E-02    .20000E-03    .25200E+01   .1979 14.4724   .1785 14.4550 21.3700  30     .000    .961  12.133    .196    .946
  64 157 Gd  .0   6.360    .30000E-01    .60000E-02    .22490E+01   .3973 14.6916   .3207 14.4120 21.3900  30     .000    .958  12.577    .394    .823
  64 158 Gd 1.5   7.937    .49000E-02    .50000E-03    .19600E+01   .1767 13.9121   .1580 14.1540 21.0200  30     .000    .955  12.004    .181    .964
  64 159 Gd  .0   5.943    .82000E-01    .60000E-02    .17280E+01   .1375 13.8355   .1256 14.0990 21.4800  30     .000    .952  12.417    .162    .708
  64 161 Gd  .0   5.635    .18000E+00    .20000E-01    .12500E+01   .2127 13.0882   .1862 13.7970 20.8600  11     .000    .946  12.603    .242    .438
  65 160 Tb 1.5   6.375    .38200E-02    .24000E-02    .17470E+01  1.5864 13.5254   .7516 13.5250 21.1300  13     .000    .949  14.459    .169   -.042
  66 157 Dy  .0   6.969    .28000E-02    .60000E-03    .30700E+01   .4466 17.5803   .3535 15.0720   .0000  30     .000    .958  13.989    .639    .851
  66 159 Dy  .0   6.831    .22000E-01    .11000E-01    .25040E+01  1.1791 14.1610   .6721 14.7150 20.8100  14     .000    .952  11.909    .776    .780
  66 161 Dy  .0   6.454    .27000E-01    .50000E-02    .20030E+01   .3598 14.5840   .2952 14.4310 22.1200  30     .000    .946  13.204    .381    .730
  66 162 Dy 2.5   8.196    .24000E-02    .20000E-03    .16460E+01   .1385 13.8421   .1279 14.0970 21.3400  30     .000    .943  13.267    .163    .653
  66 163 Dy  .0   6.271    .62000E-01    .50000E-02    .12970E+01   .1426 13.3867   .1313 13.9020 21.0800  30     .000    .940  12.855    .175    .615
  66 164 Dy 2.5   7.658    .68000E-02    .60000E-03    .11000E+01   .1500 13.1735   .1367 13.7610 21.2100  30     .000    .937  13.708    .197    .402
  66 165 Dy  .0   5.715    .15000E+00    .10000E-01    .94300E+00   .1238 13.1330   .1119 13.7320 21.0100  30     .000    .934  13.435    .171    .433
  67 166 Ho 3.5   6.244    .42000E-02    .50000E-03    .81900E+00   .1963 12.5801   .1713 12.5770 21.1600  30     .000    .931  14.628    .280   -.094
  68 163 Er  .0   6.902    .69000E-02    .12000E-02    .24410E+01   .3367 15.9836   .2804 14.7540 23.0800  30     .000    .940  14.366    .522    .582
  68 165 Er  .0   6.649    .21000E-01    .40000E-02    .18520E+01   .3644 14.5167   .2972 14.3680 21.9000  30     .000    .934  13.563    .395    .556
  68 167 Er  .0   6.436    .38000E-01    .30000E-02    .10920E+01   .1392 13.7915   .1277 13.7860 21.4300  30     .000    .929  14.119    .189    .385
  68 168 Er 3.5   7.771    .42000E-02    .30000E-03    .96800E+00   .1210 13.3187   .1118 13.7240 21.4900  30     .000    .926  13.568    .153    .466
  68 169 Er  .0   6.003    .10000E+00    .10000E-01    .73500E+00   .1815 13.0881   .1625 13.6020 21.3200  30     .000    .923  13.995    .255    .244
  68 171 Er  .0   5.682    .14700E+00    .20000E-01    .50300E+00   .2604 13.1557   .2253 13.5270 21.5200  12     .000    .918  14.841    .390    .161
  69 170 Tm  .5   6.593    .85000E-02    .70000E-03    .66600E+00   .1287 12.7173   .1162 12.9630 21.0300  30     .000    .920  14.593    .186   -.129
  69 171 Tm 1.0   7.486    .39000E-02    .10000E-02    .73900E+00   .4525 13.3578   .3459 13.1070   .0000  28     .000    .918  15.076    .542    .050
  70 169 Yb  .0   6.867    .80000E-02    .30000E-02    .16670E+01   .8232 15.6061   .5471 13.9130 21.4100  30     .000    .923  16.271    .890    .240
  70 170 Yb 3.5   8.470    .16000E-02    .40000E-03    .13960E+01   .4482 13.4959   .3435 13.6920   .0000  30     .000    .920  13.163    .439    .395
  70 171 Yb  .0   6.614    .35000E-01    .60000E-02    .11080E+01   .3130 13.5488   .2609 13.5470 22.1400  30     .000    .918  13.987    .404    .233
  70 172 Yb  .5   8.020    .69000E-02    .50000E-03    .91600E+00   .1204 13.9409   .1126 13.4170 21.7900  30     .000    .915  14.826    .194    .368
  70 173 Yb  .0   6.367    .76000E-01    .50000E-02    .52200E+00   .1113 12.6610   .1039 13.1350 21.0400  30     .000    .912  13.610    .102    .197
  70 174 Yb 2.5   7.464    .75000E-02    .50000E-03    .52700E+00   .1137 13.2596   .1061 13.2110 21.0400  30     .000    .910  14.502    .277    .162
  70 175 Yb  .0   5.822    .19200E+00    .18000E-01    .33400E+00   .1684 12.3113   .1515 13.1080 20.9700  16     .000    .907  13.949    .294    .054
  70 177 Yb  .0   5.567    .24000E+00    .20000E-01    .31600E+00   .1546 12.5533   .1399 13.2420 21.6200  30     .000    .902  14.468    .311    .061
  71 176 Lu 3.5   6.288    .34500E-02    .15000E-03    .47400E+00   .0679 12.7799   .0647 13.1340 21.7000  30     .000    .905  15.309    .322   -.228
  71 177 Lu 7.0   7.072    .16100E-02    .16000E-03    .78900E+00   .1747 13.8811   .1564 13.5130 22.4800  30     .000    .902  14.084    .613    .121
  72 175 Hf  .0   6.709    .18000E-01    .50000E-02    .13110E+01   .5566 14.5307   .4144 14.3910 22.1800  14     .000    .907  14.837    .620    .183
  72 177 Hf  .0   6.377    .30000E-01    .70000E-02    .93400E+00   .4651 14.3582   .3622 14.1820 22.3600  10     .000    .902  15.082    .567    .161
  72 178 Hf 3.5   7.626    .24000E-02    .30000E-03    .95700E+00   .2303 14.5607   .2017 14.2690 22.4200  30     .000    .899  14.768    .286    .335
  72 179 Hf  .0   6.099    .57000E-01    .60000E-02    .68500E+00   .1951 13.8726   .1749 14.0890 22.3300  30     .000    .897  14.249    .262    .207
  72 180 Hf 4.5   7.388    .46000E-02    .30000E-03    .60200E+00   .1153 13.6811   .1074 14.0680 22.0900  30     .000    .894  13.554    .143    .408
  72 181 Hf  .0   5.695    .94000E-01    .15000E-01    .40500E+00   .3184 13.9624   .2690 13.9560 22.4900  10     .000    .892  17.417    .611   -.312
  73 181 Ta 1.0   7.577    .12000E-02    .20000E-03    .52500E+00   .2903 13.2651   .2431 13.2170 21.2800  11     .000    .892  18.862    .491   -.461
  73 182 Ta 3.5   6.063    .42000E-02    .30000E-03    .22500E+00   .1183 12.9025   .1077 13.0160 21.1900  30     .000    .889  14.508    .170   -.201
  73 183 Ta 3.0   6.934    .35000E-02    .70000E-03    .52000E+00   .3623 13.4441   .2926 13.3710 21.5500  18     .000    .887  14.620    .447   -.116
  74 181 W   .0   6.681    .20000E-01    .70000E-02    .65300E+00   .7308 14.2325   .5010 14.2060 22.7200  14     .000    .892  14.897    .763    .075
  74 183 W   .0   6.191    .60000E-01    .60000E-02    .24300E+00   .1801 13.4200   .1622 13.9400 22.2200  30     .000    .887  13.640    .234    .156
  74 184 W   .5   7.411    .12000E-01    .10000E-02    .31300E+00   .1500 14.2149   .1341 14.0850 22.3800  30     .000    .885  14.168    .189    .315
  74 185 W   .0   5.753    .75000E-01    .70000E-02    .25400E+00   .1791 14.1717   .1623 14.1090 22.6500  30     .000    .882  14.699    .272    .165
  74 187 W   .0   5.467    .99000E-01    .80000E-02    .12100E+00   .1603 14.4261   .1463 14.1160 22.9800  30     .000    .878  15.722    .299    .098
  75 186 Re 2.5   6.180    .31000E-02    .30000E-03    .41000E-01   .1623 13.4593   .1462 13.6180 21.8000  30     .000    .880  14.974    .229   -.224
  75 188 Re 2.5   5.871    .39000E-02    .30000E-03   -.15500E+00   .1333 13.7204   .1201 13.5640 22.6400  12     .000    .875  15.049    .181   -.138
  76 187 Os  .0   6.293    .29000E-01    .20000E-02    .17800E+00   .1262 14.4086   .1151 14.6300 22.9500  30     .000    .878  13.994    .235    .323
  76 188 Os  .5   7.989    .51000E-02    .20000E-03   -.15800E+00   .0654 14.1292   .0606 14.3400 22.5700  30     .000    .875  15.231    .330    .146
  76 189 Os  .0   5.920    .47000E-01    .40000E-02   -.19400E+00   .1601 14.3971   .1466 14.3670 23.7000  12     .000    .873  14.412    .314    .273
  76 190 Os 1.5   7.791    .34000E-02    .40000E-03   -.66200E+00   .2036 13.9762   .1795 13.9450 22.4800  30     .000    .871  14.772    .259    .185
  76 191 Os  .0   5.758    .70000E-01    .40000E-01   -.84800E+00  1.5482 13.8782   .7971 13.7680 23.1800  23     .000    .868  13.917    .337    .378
  76 193 Os  .0   5.585    .11500E+00    .60000E-01   -.17200E+01  1.3209 13.1372   .7279 12.9020 22.8300  10     .000    .864  15.048    .248    .072
  77 192 Ir 1.5   6.198    .25000E-02    .30000E-03   -.97500E+00   .2057 14.0623   .1800 14.0230 22.5200  30     .000    .866  16.498    .492   -.206
  77 193 Ir 4.0   7.771    .50000E-03    .20000E-03   -.14790E+01   .7782 13.8562   .5014 13.5920 22.2100  14     .000    .864  14.798    .524    .161
  77 194 Ir 1.5   6.067    .58000E-02    .50000E-03   -.20310E+01   .1400 12.7172   .1259 12.9940 21.4100  30     .000    .862  14.808    .608   -.144
  78 193 Pt  .0   6.255    .31400E-01    .13000E-02   -.11920E+01   .0721 13.7583   .0681 13.3390   .0000  13     .000    .864  15.465    .816    .288
  78 195 Pt  .0   6.104    .82000E-01    .10000E-01   -.24140E+01   .2090 12.1393   .1823 12.1170 19.7300  28     .000    .859  11.275    .662    .339
  78 196 Pt  .5   7.922    .18000E-01    .30000E-02   -.31560E+01   .2591 11.3915   .2165 11.5130 20.3700  30     .000    .857  13.831    .334    .071
  78 197 Pt  .0   5.846    .35000E+00    .10000E+00   -.35460E+01   .5078 10.0825   .3680 10.9570 19.6600  16     .000    .855  11.823    .549    .196
  78 199 Pt  .0   5.556    .34000E+00    .90000E-01   -.46380E+01   .4764 10.3770   .3539  9.8050   .0000  15     .000    .851  16.121    .796   -.337
  79 198 Au 1.5   6.512    .15500E-01    .80000E-03   -.43920E+01   .0662  9.9847   .0619  9.9900 19.0700  30     .000    .853  17.940    .148   -.225
  80 199 Hg  .0   6.664    .10500E+00    .35000E-01   -.49720E+01   .5501 10.1204   .3808  9.7260   .0000  17     .391    .851  14.738    .694    .249
  80 200 Hg  .5   8.028    .80000E-01    .30000E-01   -.56530E+01   .5437  8.8354   .3532  9.2000 17.6300  30     .370    .849  13.618    .613    .065
  80 201 Hg  .0   6.230    .60000E+00    .15000E+00   -.62420E+01   .3475  8.2222   .2608  8.3700 16.5700  14     .405    .846  14.052    .562   -.281
  80 202 Hg 1.5   7.754    .90000E-01    .30000E-01   -.69530E+01   .4328  8.0353   .2941  7.8900 16.7500  30     .440    .844  13.448    .595    .248
  81 204 Tl  .5   6.656    .47000E+00    .50000E-01   -.83840E+01   .0848  6.6951   .0763  6.8400 15.1500  12     .668    .840  13.443    .388    .108
  81 206 Tl  .5   6.503    .40000E+01    .40000E+00   -.10155E+02   .0646  5.2192   .0575  5.1060 12.1300  24     .936    .836   9.702    .452   -.096
  82 205 Pb  .0   6.731    .21000E+01    .20000E+00   -.84600E+01   .0796  6.3869   .0708  6.7910 14.4600  30     .851    .838  12.145    .572    .392
  82 207 Pb  .0   6.737    .30000E+02    .60000E+01   -.10547E+02   .1300  4.5459   .1045  4.6530 11.4400  30    2.444    .834  13.325    .603   -.359
  82 208 Pb  .5   7.368    .30000E+02    .80000E+01   -.10998E+02   .1760  4.1868   .1330  4.0640 11.0400  30    4.085    .832  12.052    .573   -.093
  82 209 Pb  .0   3.936    .90000E+02    .15000E+02   -.96870E+01   .1521  4.4276   .1209  4.1930 12.4500  30    2.442    .830  11.330    .000    .159
  83 210 Bi 4.5   4.604    .44500E+01    .40000E+00   -.86070E+01   .0628  4.6168   .0560  4.6430 13.1500  11     .990    .828   9.165    .428    .269
  90 229 Th  .0   5.254    .50000E-02    .30000E-02    .23790E+01  2.3465 23.4263  1.1659 22.1740   .0000  21     .000    .793  21.821   2.287    .446
  90 230 Th 2.5   6.794    .62000E-03    .12000E-03    .23200E+01   .4779 20.7758   .3880 22.0710 29.5400  30     .000    .791  17.466    .479    .540
  91 232 Pa 1.5   5.553    .51000E-03    .30000E-04    .20910E+01   .1294 20.5450   .1188 20.2910 29.7800   0     .000    .788  25.638    .539   -.493
  91 233 Pa 2.0   6.526    .42000E-03    .80000E-04    .22660E+01   .4383 19.8869   .3530 20.5820   .0000  13     .792   1.950    .000    .000    .000
  91 234 Pa 1.5   5.219    .78000E-03    .10000E-03    .21630E+01   .3055 21.0282   .2634 20.5960 30.8700   0     .000    .784  28.716    .876   -.528
  92 233 U   .0   5.760    .46000E-02    .50000E-03    .16990E+01   .2576 20.8549   .2317 20.8510 30.0300  19     .000    .786  20.474    .521    .221
  92 234 U  2.5   6.843    .52000E-03    .20000E-04    .17440E+01   .0846 20.6823   .0849 20.9700 29.2600  30     .000    .784  18.593    .251    .444
  92 235 U   .0   5.298    .11200E-01    .80000E-03    .17680E+01   .1758 20.9428   .1639 21.1720 30.2600  30     .000    .783  19.309    .235    .311
  92 236 U  3.5   6.544    .45000E-03    .30000E-04    .18550E+01   .1577 21.8311   .1498 21.3330 30.6600  30     .000    .781  21.297    .171    .303
  92 237 U   .0   5.126    .14000E-01    .10000E-02    .18060E+01   .1789 21.2833   .1683 21.4220 30.3400  30     .000    .779  21.553    .342    .110
  92 238 U   .5   6.153    .35000E-02    .80000E-03    .20350E+01   .6252 21.9055   .4896 21.8150 30.6500  30     .000    .778  21.414    .876    .221
  93 237 Np 6.0   6.573    .60000E-03    .60000E-04    .16340E+01   .2031 17.3566   .1861 19.1930   .0000  21     .783   1.939    .000    .000    .000
  93 238 Np 2.5   5.488    .57000E-03    .30000E-04    .14280E+01   .1113 19.5639   .1095 19.0370 29.1400  30     .000    .778  21.737    .197   -.233
  93 239 Np 2.0   6.217    .41000E-03    .10000E-03    .17970E+01   .6045 20.9392   .4692 19.5890   .0000  19     .000    .776  20.939    .742    .132
  94 239 Pu  .0   5.647    .83000E-02    .50000E-03    .11030E+01   .1348 19.7695   .1299 20.3420 28.9900  26     .000    .776  20.425    .396    .039
  94 240 Pu  .5   6.533    .22000E-02    .90000E-04    .13540E+01   .0918 20.8744   .0919 20.7740 29.7900  30     .000    .775  21.148    .084    .178
  94 241 Pu  .0   5.241    .13000E-01    .50000E-03    .13530E+01   .0967 20.6774   .0871 20.9000 30.0900  11     .000    .773  22.734    .299    .001
  94 242 Pu 2.5   6.309    .93000E-03    .80000E-04    .15790E+01   .2075 21.6046   .1962 21.2860 30.7500   0     .000    .771  24.599    .551    .040
  94 243 Pu  .0   5.034    .13500E-01    .15000E-02    .15460E+01   .2908 21.7439   .2613 21.3730 30.6100  11     .000    .770  26.390    .629   -.137
  95 242 Am 2.5   5.537    .58000E-03    .40000E-04    .95100E+00   .1434 19.1881   .1369 19.1250 28.8900  12     .000    .771  21.774    .249   -.252
  95 243 Am 5.0   6.367    .27000E-03    .30000E-04    .13230E+01   .2444 19.7275   .2165 19.6850 30.4200  11     .000    .770  18.866    .526    .076
  95 244 Am 2.5   5.363    .73000E-03    .60000E-04    .11600E+01   .1788 19.4652   .1685 19.5660 29.4600   0     .000    .768  22.507    .327   -.320
  96 243 Cm  .0   5.693    .14000E-01    .30000E-02    .73000E+00   .5098 18.3170   .4083 19.0960 28.0300  11     .000    .770  21.437    .839   -.346
  96 244 Cm 2.5   6.800    .69000E-03    .50000E-04    .86400E+00   .1560 19.8264   .1518 19.3380 28.6700   0     .000    .768  21.465    .677   -.075
  96 245 Cm  .0   5.520    .11800E-01    .12000E-02    .74300E+00   .2377 19.3857   .2140 19.2760 29.0600  11     .000    .767  20.258    .358    .057
  96 246 Cm 3.5   6.457    .79000E-03    .50000E-04    .97200E+00   .1436 20.4621   .1393 19.6580 30.6900  30     .000    .765  19.519    .480    .110
  96 247 Cm  .0   5.156    .30000E-01    .50000E-02    .97900E+00   .4188 18.9755   .3507 19.7770 28.5400  19     .000    .764  18.772    .554    .084
  96 248 Cm 4.5   6.213    .12000E-02    .30000E-03    .12120E+01   .6684 20.3633   .5109 20.1620 29.3200  25     .000    .762  20.676    .755    .030
  97 250 Bk 3.5   4.968    .11000E-02    .10000E-03    .10430E+01   .2099 19.6448   .1923 19.6410 29.7300  17     .000    .759  21.532    .348   -.152
  98 250 Cf 4.5   6.624    .76000E-03    .10000E-03    .38600E+00   .2999 19.2379   .2654 19.2370 29.0100  30     .000    .759  19.847    .427    .204
