  131
  0.     1267.038208
  1e-6  1267.0382080
  5e-6  565.9709473
  1e-5  399.8534851
  5e-5  178.1807251
  0.0001  125.6678467
  0.0005   55.6448708
  0.0010   39.0956039
  0.0020   27.4375916
  0.0030   22.3011169
  0.0040   19.2553978
  0.0050   17.1877327
  0.0060   15.6692963
  0.0070   14.4951687
  0.0080   13.5534925
  0.0090   12.7773666
  0.0100   12.1240177
  0.0200    8.6632347
  0.0300    7.1984563
  0.0400    6.3593130
  0.0500    5.8063359
  0.0600    5.4105196
  0.0700    5.1111188
  0.0800    4.8754849
  0.0900    4.6844053
  0.1000    4.5257955
  0.1500    4.0104036
  0.2000    3.7238593
  0.2500    3.5428059
  0.3000    3.4219742
  0.3500    3.3397801
  0.4000    3.2839630
  0.4500    3.2466714
  0.5000    3.2224686
  0.5500    3.2074046
  0.6000    3.1985354
  0.6500    3.1936462
  0.7000    3.1910727
  0.7500    3.1895807
  0.8000    3.1882725
  0.8500    3.1865187
  0.9000    3.1838982
  0.9500    3.1801529
  1.0000    3.1751492
  1.1000    3.1612730
  1.1500    3.1525035
  1.2000    3.1426461
  1.2500    3.1318274
  1.3000    3.1201856
  1.3500    3.1078620
  1.4000    3.0949960
  1.4500    3.0817220
  1.5000    3.0681670
  1.5500    3.0544493
  1.6000    3.0406761
  1.6500    3.0269454
  1.7000    3.0133448
  1.7500    2.9999511
  1.8000    2.9868324
  1.8500    2.9740462
  2.0000    2.9381375
  2.1000    2.9165576
  2.2000    2.8970356
  2.3000    2.8796127
  2.4000    2.8642542
  2.5000    2.8508618
  2.6000    2.8392875
  2.7000    2.8293447
  2.8000    2.8208191
  2.9000    2.8134809
  3.0000    2.8070931
  3.1000    2.8014212
  3.2000    2.7962396
  3.3000    2.7913389
  3.4000    2.7865300
  3.5000    2.7816486
  3.6000    2.7765560
  3.7000    2.7711403
  3.8000    2.7653174
  3.9000    2.7590280
  4.0000    2.7522373
  4.2000    2.7371190
  4.4000    2.7200670
  4.6000    2.7013996
  4.8000    2.6815577
  5.0000    2.6610315
  5.2000    2.6403024
  5.4000    2.6198020
  5.6000    2.5998876
  5.8000    2.5808322
  6.0000    2.5628233
  6.5000    2.5229156
  7.0000    2.4900599
  7.5000    2.4745541
  8.0000    2.4634120
  8.5000    2.4535420
  9.0000    2.4436271
  9.5000    2.4330955
 10.0000    2.4219139
 10.5000    2.4102960
 11.0000    2.3984575
 11.5000    2.3864973
 12.0000    2.3744142
 13.0000    2.3498716
 14.0000    2.3255222
 15.0000    2.3029051
 16.0000    2.2833254
 17.0000    2.2671373
 18.0000    2.2534971
 19.0000    2.2405124
 20.0000    2.2259750
 21.0000    2.2084048
 22.0000    2.1876471
 23.0000    2.1646504
 24.0000    2.1407528
 25.0000    2.1170387
 26.0000    2.0940330
 27.0000    2.0717075
 28.0000    2.0496716
 29.0000    2.0274146
 30.0000    2.0045080
 31.0000    1.9807228
 32.0000    1.9560430
 33.0000    1.9306097
 34.0000    1.9046345
 35.0000    1.8783215
 36.0000    1.8518176
 37.0000    1.8251953
 38.0000    1.7984602
 39.0000    1.7715721
 40.0000    1.7444706
