 BNL-325 Resonance parameters (Split by isotope - A.Trkov, Nov02)  325 0  0    0
 1.1170E+04 5.0000E-01 2.0162E+01 2.0000E+01 1.6175E-01 0.0000E+003272 2151   50
 1.2070E+04 5.0000E-01 2.3162E+01 2.3000E+01 1.6175E-01 0.0000E+003272 2151   51
 1.9080E+04 5.0000E-01 1.1516E+02 1.1500E+02 1.6175E-01 0.0000E+003272 2151   52
 2.9400E+04 5.0000E-01 3.3362E+01 3.3200E+01 1.6175E-01 0.0000E+003272 2151   53
 3.3200E+04 5.0000E-01 3.6016E+02 3.6000E+02 1.6175E-01 0.0000E+003272 2151   54
 3.9500E+04 5.0000E-01 3.8416E+02 3.8400E+02 1.6175E-01 0.0000E+003272 2151   55
 0.0000E+00 0.0000E+00          0          0          0          03272 2  0  137
 0.0000E+00 0.0000E+00          0          0          0          03272 0  0  138
 0.0000E+00 0.0000E+00          0          0          0          0   0 0  0  139
 3.2073E+04 7.2295E+01          1          0          2          13273 1451    1
 0.0000E+00 0.0000E+00          0          0          0          63273 1451    2
 1.0000E+00 0.0000E+00          0          0          0          03273 1451    2
 0.0000E+00 0.0000E+00          0          0          2          03273 1451    3
          RESONANCE PARAMETERS OF NEUTRON CROSS SECTIONS          3273 1451    4
             ACADEMIC PRESS VOL 1A (1981),1B (1984)               3273 1451    5
 0.0000E+00 0.0000E+00          0          0          0          03273 1  0    6
 0.0000E+00 0.0000E+00          0          0          0          03273 0  0    7
 3.2073E+04 7.2295E+01          0          0          1          03273 2151    8
 3.2073E+04 1.0000E+00          0          0          1          03273 2151   56
 1.0000E-05 9.3830E+03          1          2          0          03273 2151   57
 4.5000E+00 6.7000E-01          0          0          1          03273 2151   58
 7.2295E+01 0.0000E+00          0          0        294         493273 2151   59
-5.2900E+02 4.0000E+00 6.9086E+01 6.8889E+01 1.9700E-01 0.0000E+003273 2151   60
-4.4900E+02 5.0000E+00 4.3733E+01 4.3536E+01 1.9700E-01 0.0000E+003273 2151   61
 1.0200E+02 4.0000E+00 1.6364E+00 1.4444E+00 1.9200E-01 0.0000E+003273 2151   62
 2.0400E+02 5.0000E+00 4.1909E-01 2.0909E-01 2.1000E-01 0.0000E+003273 2151   63
 2.2470E+02 4.0000E+00 6.9800E-01 5.0000E-01 1.9800E-01 0.0000E+003273 2151   64
 3.2060E+02 4.0000E+00 4.4556E-01 2.5556E-01 1.9000E-01 0.0000E+003273 2151   65
 3.3200E+02 5.0000E+00 1.4331E+00 1.2364E+00 1.9671E-01 0.0000E+003273 2151   66
 3.6710E+02 4.0000E+00 1.0000E+00 8.0000E-01 2.0000E-01 0.0000E+003273 2151   67
 4.0820E+02 4.0000E+00 4.7778E-01 2.7778E-01 2.0000E-01 0.0000E+003273 2151   68
 4.9030E+02 5.0000E+00 2.0032E+00 1.8182E+00 1.8500E-01 0.0000E+003273 2151   69
 5.1600E+02 5.0000E+00 2.3126E-01 3.4545E-02 1.9671E-01 0.0000E+003273 2151   70
 5.5700E+02 5.0000E+00 5.4455E-01 3.5455E-01 1.9000E-01 0.0000E+003273 2151   71
 6.6800E+02 5.0000E+00 2.2035E-01 2.3636E-02 1.9671E-01 0.0000E+003273 2151   72
 7.3500E+02 5.0000E+00 2.1217E-01 1.5455E-02 1.9671E-01 0.0000E+003273 2151   73
 7.5200E+02 4.0000E+00 2.1894E-01 2.2222E-02 1.9671E-01 0.0000E+003273 2151   74
 8.0700E+02 5.0000E+00 2.1581E-01 1.9091E-02 1.9671E-01 0.0000E+003273 2151   75
