# 14      n +  92-U -238      Elastic* and Nonelast* modified for A>220 and En>3.5 MeV (Cross sections of 2 CC added/substracted to Elastic/Nonelast respectively)
#   Einc      Total       Elastic*     CN-el     Nonelast*    CN-form     Direct    Coup-Chan   Pre-equil    DWBA-disc  DWBA-cont      MSD          MSC       PCROSS       HMS        CC(2 lev) 
1.4400      6.91666E+03 3.81558E+03 1.52304E+02 3.10109E+03 2.64720E+03 9.64384E+02 4.86711E-03 5.34880E+02 4.29033E+02 4.70782E-01 0.00000E+00 0.00000E+00 4.86711E-03 0.00000E+00 3.58201E+02
1.5000      6.94208E+03 3.79015E+03 1.19640E+02 3.15193E+03 2.56147E+03 1.07112E+03 4.94121E-03 5.43173E+02 5.26947E+02 1.00094E+00 0.00000E+00 0.00000E+00 4.94121E-03 0.00000E+00 3.61023E+02
1.6000      7.02764E+03 3.79905E+03 8.78015E+01 3.22859E+03 2.46367E+03 1.22003E+03 5.12040E-03 5.58011E+02 6.60105E+02 1.91316E+00 0.00000E+00 0.00000E+00 5.12040E-03 0.00000E+00 3.67320E+02
1.7000      7.10332E+03 3.81755E+03 6.32894E+01 3.28577E+03 2.39246E+03 1.32890E+03 6.17562E-03 5.70114E+02 7.55692E+02 3.08953E+00 0.00000E+00 0.00000E+00 6.17562E-03 0.00000E+00 3.72306E+02
1.8000      7.17092E+03 3.84890E+03 4.83255E+01 3.32202E+03 2.33382E+03 1.41271E+03 2.14719E-02 5.79987E+02 8.28095E+02 4.62600E+00 0.00000E+00 0.00000E+00 2.14719E-02 0.00000E+00 3.76203E+02
1.9000      7.24138E+03 3.89037E+03 3.49847E+01 3.35100E+03 2.27604E+03 1.48979E+03 7.49557E-02 5.89308E+02 8.93894E+02 6.58679E+00 0.00000E+00 0.00000E+00 7.49557E-02 0.00000E+00 3.79921E+02
2.0000      7.31296E+03 3.94325E+03 2.65012E+01 3.36971E+03 2.20860E+03 1.57119E+03 1.81834E-01 5.97979E+02 9.64111E+02 9.09632E+00 0.00000E+00 0.00000E+00 1.81834E-01 0.00000E+00 3.83756E+02
2.2000      7.48635E+03 4.08223E+03 1.42078E+01 3.40412E+03 2.05233E+03 1.75931E+03 5.77110E-01 6.14780E+02 1.12999E+03 1.45413E+01 0.00000E+00 0.00000E+00 5.77110E-01 0.00000E+00 3.93892E+02
2.3000      7.54965E+03 4.14482E+03 1.05244E+01 3.40483E+03 1.96991E+03 1.84248E+03 8.64860E-01 6.19044E+02 1.20581E+03 1.76239E+01 0.00000E+00 0.00000E+00 8.64860E-01 0.00000E+00 3.97901E+02
2.4000      7.61064E+03 4.20776E+03 7.97132E+00 3.40288E+03 1.90308E+03 1.90805E+03 1.22158E+00 6.21827E+02 1.26386E+03 2.23635E+01 0.00000E+00 0.00000E+00 1.22158E+00 0.00000E+00 4.01501E+02
2.5000      7.66848E+03 4.26934E+03 6.02868E+00 3.39914E+03 1.86193E+03 1.94606E+03 1.66329E+00 6.23012E+02 1.29650E+03 2.65455E+01 0.00000E+00 0.00000E+00 1.66329E+00 0.00000E+00 4.04489E+02
2.6000      7.72242E+03 4.32869E+03 4.82005E+00 3.39372E+03 1.84454E+03 1.95856E+03 2.19519E+00 6.22836E+02 1.30257E+03 3.31617E+01 0.00000E+00 0.00000E+00 2.19519E+00 0.00000E+00 4.06759E+02
3.0000      7.88856E+03 4.52567E+03 2.38529E+00 3.36289E+03 1.94848E+03 1.81983E+03 5.62409E+00 6.12640E+02 1.15244E+03 5.47423E+01 0.00000E+00 0.00000E+00 5.62409E+00 0.00000E+00 4.08651E+02
3.1000      7.91609E+03 4.56228E+03 1.80563E+00 3.35381E+03 1.99147E+03 1.76489E+03 6.85092E+00 6.08561E+02 1.09532E+03 6.10125E+01 0.00000E+00 0.00000E+00 6.85092E+00 0.00000E+00 4.07599E+02
3.4000      7.96487E+03 4.64106E+03 1.17874E+00 3.32381E+03 2.11579E+03 1.59976E+03 1.14631E+01 5.94762E+02 9.24180E+02 8.08223E+01 0.00000E+00 0.00000E+00 1.14631E+01 0.00000E+00 4.02029E+02
3.6000      7.97920E+03 4.67269E+03 9.33991E-01 3.30651E+03 2.18434E+03 1.50519E+03 1.52896E+01 5.85620E+02 8.24032E+02 9.55436E+01 0.00000E+00 0.00000E+00 1.52896E+01 0.00000E+00 3.97377E+02
4.0000      7.97144E+03 4.69096E+03 5.81648E-01 3.28048E+03 2.28832E+03 1.35505E+03 2.46354E+01 5.67799E+02 6.67615E+02 1.19633E+02 0.00000E+00 0.00000E+00 2.46354E+01 0.00000E+00 3.86936E+02
4.2500      7.91583E+03 4.65865E+03 4.54846E-01 3.25718E+03 2.32592E+03 1.27895E+03 3.14267E+01 5.55009E+02 5.93555E+02 1.30388E+02 0.00000E+00 0.00000E+00 3.14267E+01 0.00000E+00 3.78662E+02
5.0000      7.63797E+03 4.44712E+03 2.10712E-01 3.19085E+03 2.37509E+03 1.11400E+03 5.54356E+01 5.18828E+02 4.53199E+02 1.41969E+02 0.00000E+00 0.00000E+00 5.54356E+01 0.00000E+00 3.53466E+02
5.5000      7.36553E+03 4.22538E+03 1.23336E-01 3.14015E+03 2.36533E+03 1.03945E+03 7.33675E+01 4.97070E+02 4.03025E+02 1.39359E+02 0.00000E+00 0.00000E+00 7.33675E+01 0.00000E+00 3.37875E+02
