  82 204 101   -1605.259
    -0.010     0.000     0.005     0.000
     0.063     0.000     0.015     0.856
     0.094     0.000     0.013     2.821
     0.123     0.000     0.027     5.193
     0.153     0.000     0.041     7.905
     0.187     0.000     0.020    10.021
     0.222     0.000     0.036    12.058
     0.258     0.000     0.045    13.525
     0.295     0.000     0.062    14.579
     0.336     0.000     0.057    14.981
     0.379     0.000     0.076    14.885
     0.435     0.000     0.133    14.278
     0.487     0.000     0.178    13.052
     0.533     0.000     0.220    12.095
     0.575     0.000     0.260    11.533
     0.615     0.000     0.313    11.417
     0.654     0.000     0.345    11.732
     0.695     0.000     0.398    12.272
     0.733     0.000     0.448    13.044
     0.767     0.000     0.517    13.944
     0.829    -0.139     0.631    15.773
     0.859    -0.143     0.693    16.551
     0.890    -0.147     0.766    17.191
     0.924    -0.295     0.862    17.587
     0.952    -0.319     0.894    18.076
     0.980    -0.340     0.927    18.391
     1.008    -0.360     0.951    18.975
     1.034    -0.375     0.987    19.076
     1.059    -0.387     1.015    19.513
     1.086    -0.404     1.058    19.733
     1.107    -0.410     1.074    20.194
     1.131    -0.426     1.114    20.345
     1.156    -0.438     1.149    20.737
     1.186    -0.456     1.198    20.985
     1.219    -0.467     1.251    21.364
     1.254    -0.474     1.316    21.765
     1.294    -0.477     1.389    22.253
     1.332    -0.474     1.462    22.798
     1.374    -0.473     1.549    23.139
     1.420    -0.229     1.564    23.337
     1.464     0.000     1.759    23.081
     1.505     0.000     1.798    22.771
     1.549     0.000     1.933    22.439
     1.590     0.000     2.074    22.222
     1.630     0.000     2.144    21.954
     1.668     0.000     2.268    21.851
     1.701     0.000     2.370    21.844
     1.737     0.000     2.465    21.731
     1.773     0.000     2.538    21.784
     1.802     0.000     2.565    21.925
     1.836     0.000     2.711    21.904
     1.865     0.000     2.794    21.976
     1.894     0.000     2.879    22.088
     1.924     0.000     2.969    22.213
     1.953    -0.278     2.956    22.265
     1.984    -0.292     3.053    22.581
     2.017     0.000     3.207    22.875
     2.051     0.000     3.399    22.993
     2.087     0.000     3.455    23.004
     2.122     0.000     3.656    23.047
     2.155     0.000     3.776    23.191
     2.192     0.000     3.915    23.177
     2.226     0.000     4.037    23.195
     2.258     0.000     4.151    23.216
     2.290     0.000     4.264    23.236
     2.319     0.000     4.370    23.247
     2.354     0.000     4.449    23.327
     2.389     0.000     4.497    23.270
     2.426     0.000     4.579    23.319
     2.460     0.000     4.696    23.249
     2.491     0.000     4.809    23.244
     2.526    -0.086     4.980    23.246
     2.562    -0.077     5.094    23.176
     2.596    -0.076     5.200    23.170
     2.634    -0.071     5.315    23.118
     2.670    -0.071     5.428    23.054
     2.705    -0.067     5.541    22.975
     2.741    -0.066     5.653    22.928
     2.775    -0.064     5.762    22.903
     2.806    -0.069     5.856    22.888
     2.836    -0.069     5.944    22.958
     2.872    -0.066     6.061    22.897
     2.910    -0.073     6.178    22.930
     2.948    -0.069     6.305    22.807
     2.982    -0.069     6.431    22.805
     3.017    -0.064     6.574    22.752
     3.050    -0.060     6.707    22.763
     3.082    -0.055     6.839    22.799
     3.112    -0.052     6.966    22.779
     3.140    -0.049     7.085    22.778
     3.173    -0.047     7.217    22.795
     3.203    -0.055     7.326    22.861
     3.234    -0.045     7.458    22.819
     3.263    -0.044     7.571    22.826
     3.290    -0.044     7.678    23.003
     3.316    -0.044     7.781    22.996
     3.340    -0.044     7.878    23.043
     3.362    -0.046     7.968    23.111
     3.390    -0.043     8.092    23.169
     3.417    -0.043     8.208    23.166
    10.009     9.999     9.999     0.000
  82 205 101   -1611.669
     0.020     0.000    -0.013     0.000
     0.096     0.000    -0.011     2.785
     0.131     0.000    -0.008     5.796
     0.150     0.000    -0.015     7.505
     0.171     0.000    -0.009     9.266
     0.197     0.000    -0.003    11.073
     0.230     0.000     0.024    13.006
     0.266     0.000     0.063    14.309
     0.306     0.000     0.065    15.224
     0.349     0.000     0.074    15.483
     0.391     0.000     0.090    14.923
