  85 212 100   -1651.806
     0.021     0.000     0.009     0.000
     0.058     0.000     0.022     0.915
     0.092     0.000     0.041     3.097
     0.122     0.000     0.073     5.159
     0.150     0.000     0.103     6.974
     0.177     0.000     0.113     8.713
     0.203     0.000     0.128    10.583
     0.232     0.000     0.147    11.963
     0.264     0.000     0.148    13.096
     0.301     0.000     0.141    13.896
     0.340     0.000     0.147    14.538
     0.381     0.000     0.169    14.598
     0.424     0.000     0.129    13.345
     0.471     0.000     0.148    12.207
     0.519     0.000     0.179    11.437
     0.562     0.000     0.211    10.702
     0.604     0.000     0.233    10.412
     0.644     0.000     0.291    10.538
     0.685     0.000     0.348    10.701
     0.724     0.000     0.400    11.316
     0.761     0.000     0.453    12.278
     0.799     0.000     0.559    13.072
     0.833     0.000     0.657    13.495
     0.861     0.000     0.720    14.027
     0.888     0.000     0.760    14.601
     0.918     0.000     0.867    14.995
     0.944     0.000     0.938    15.505
     0.968     0.000     0.962    15.976
     0.997    -0.161     0.982    16.998
     1.029    -0.338     0.980    17.034
     1.048    -0.351     1.005    17.326
     1.074    -0.368     1.033    17.556
     1.103    -0.389     1.069    17.766
     1.133    -0.408     1.101    18.011
     1.167    -0.429     1.143    18.130
     1.201    -0.449     1.180    18.542
     1.238    -0.471     1.219    18.810
     1.276    -0.498     1.270    19.009
     1.316    -0.647     1.431    19.159
     1.356    -0.645     1.461    19.202
     1.394    -0.668     1.529    19.508
     1.434    -0.666     1.603    19.529
     1.475    -0.672     1.693    19.665
     1.516    -0.549     1.780    20.033
     1.559    -0.550     1.869    20.163
     1.601    -0.537     1.969    20.216
     1.644    -0.246     2.161    20.197
     1.684     0.000     2.297    19.527
     1.718     0.000     2.383    19.434
     1.756     0.000     2.461    19.190
     1.789     0.000     2.550    19.263
     1.825     0.000     2.574    19.188
     1.856     0.000     2.739    19.292
     1.891    -0.255     2.775    19.204
     1.921    -0.255     2.859    19.207
     1.952    -0.251     2.965    19.194
     1.982    -0.271     3.092    19.565
     2.017    -0.268     3.221    19.421
     2.051    -0.270     3.363    19.528
     2.088    -0.278     3.491    19.426
     2.128    -0.283     3.600    19.411
     2.165     0.000     3.735    19.590
     2.189     0.000     3.865    19.612
     2.215     0.000     3.970    19.302
     2.252     0.000     4.186    19.096
     2.288     0.000     4.287    19.220
     2.325     0.000     4.416    19.310
     2.359     0.000     4.537    19.170
     2.391     0.000     4.647    19.155
     2.420     0.000     4.752    19.177
     2.457     0.000     4.858    19.243
     2.495     0.000     4.867    19.384
     2.535     0.000     4.974    19.238
     2.569     0.000     5.138    19.157
     2.602     0.000     5.261    19.164
     2.633     0.000     5.378    19.181
     2.662     0.000     5.492    19.212
     2.702    -0.108     5.655    19.402
     2.736    -0.105     5.771    19.307
     2.769    -0.102     5.887    19.336
     2.799    -0.101     5.995    19.393
     2.833    -0.102     6.092    19.648
     2.877     0.011     6.053    19.568
     2.900     0.000     6.316    19.621
     2.949    -0.093     6.523    19.257
     2.987     0.015     6.509    18.962
     3.022     0.015     6.645    18.823
     3.051     0.029     6.771    18.606
     3.096    -0.005     6.865    18.701
     3.133    -0.007     7.015    18.585
     3.167     0.005     7.158    18.420
     3.198    -0.010     7.290    18.304
     3.239     0.000     7.566    18.526
     3.279     0.000     7.630    18.498
     3.318     0.001     7.812    18.410
     3.358     0.000     7.916    18.404
     3.391     0.004     8.123    18.373
     3.410     0.045     8.267    18.073
     3.448    -0.003     8.364    18.365
    10.009     9.999     9.999     0.000
  85 213 100   -1658.169
     0.042     0.000    -0.008     0.000
     0.068     0.000    -0.009     0.678
     0.089     0.000    -0.007     2.019
     0.107     0.000    -0.010     3.587
     0.125     0.000     0.002     5.101
     0.146     0.000     0.059     6.130
     0.169     0.000     0.067     7.561
     0.194     0.000     0.094     8.829
     0.221     0.000     0.098    10.507
     0.247     0.000     0.123    11.799
     0.279     0.000     0.130    12.885
     0.317     0.000     0.149    13.621
     0.359     0.000     0.170    13.941
     0.427     0.000     0.134    13.119
     0.495     0.000     0.180    11.583
     0.540     0.000     0.176    10.153
     0.581     0.000     0.208     9.758
     0.621     0.000     0.249     9.725
     0.660     0.000     0.329     9.961
     0.700     0.000     0.365    10.355
     0.738     0.000     0.402    11.138
     0.768     0.000     0.479    12.022
     0.805     0.000     0.593    12.463
     0.838     0.000     0.673    12.882
     0.867     0.000     0.716    13.446
     0.892     0.000     0.764    14.122
     0.923     0.000     0.844    14.613
     0.948     0.000     0.928    15.136
     0.972     0.000     0.964    15.617
     0.995     0.000     0.995    16.206
     1.028    -0.226     0.984    17.161
     1.069    -0.378     0.989    16.827
     1.098    -0.391     1.024    17.216
     1.125    -0.406     1.070    17.249
     1.153    -0.418     1.106    17.574
     1.188    -0.560     1.226    17.637
     1.220    -0.590     1.249    17.797
     1.254    -0.600     1.298    17.784
     1.291    -0.614     1.350    17.847
     1.328    -0.633     1.402    18.195
     1.368    -0.645     1.452    18.359
     1.408    -0.647     1.527    18.339
     1.448    -0.658     1.612    18.558
     1.489    -0.674     1.728    18.833
     1.530    -0.689     1.820    19.190
     1.574    -0.549     1.950    19.466
     1.615    -0.539     2.057    19.644
     1.658    -0.260     2.207    19.786
     1.698     0.000     2.336    19.043
     1.737     0.000     2.417    18.897
     1.774     0.000     2.441    18.819
     1.808     0.000     2.552    18.756
     1.841     0.000     2.701    18.838
     1.876     0.000     2.720    18.838
     1.908     0.000     2.911    18.941
     1.945     0.000     3.002    18.990
     1.977    -0.262     3.061    18.972
     2.012     0.000     3.195    19.034
     2.046     0.000     3.352    18.924
     2.085    -0.276     3.457    18.879
     2.121    -0.279     3.569    18.877
     2.156     0.000     3.702    18.804
     2.189     0.001     3.999    18.967
     2.228     0.000     4.103    18.866
     2.259     0.000     4.210    18.720
     2.296     0.000     4.318    18.821
     2.333     0.000     4.524    18.845
     2.366     0.000     4.561    18.704
     2.397     0.000     4.673    18.746
     2.426     0.000     4.782    18.836
     2.463     0.000     4.799    18.938
     2.496     0.000     4.921    18.960
     2.537    -0.114     5.159    18.875
     2.569     0.000     5.150    18.930
     2.605    -0.107     5.411    18.802
     2.637    -0.101     5.531    18.923
     2.669    -0.098     5.647    18.933
     2.699    -0.093     5.747    18.947
     2.737    -0.090     5.869    19.069
     2.774    -0.087     5.995    19.090
     2.810    -0.086     6.111    19.041
     2.841     0.000     6.107    19.280
     2.877    -0.091     6.349    19.070
     2.910    -0.083     6.466    18.931
     2.944    -0.097     6.588    19.003
     2.982     0.000     6.516    18.848
     3.017     0.000     6.657    18.675
     3.047     0.000     6.796    18.600
     3.085    -0.093     7.057    18.408
     3.118     0.000     7.141    18.720
     3.161     0.000     7.247    18.662
     3.204     0.000     7.346    18.469
     3.238     0.000     7.559    18.469
     3.276     0.000     7.613    18.578
     3.309     0.000     7.856    18.240
     3.340     0.000     7.990    18.223
     3.370     0.000     8.119    18.122
     3.409     0.000     8.379    18.223
     3.440     0.000     8.514    18.199
    10.009     9.999     9.999     0.000
