  95 239  64   -1802.031
     0.284     0.000     0.153     0.000
     0.313     0.000     0.182     0.340
     0.341     0.000     0.192     1.089
     0.369     0.000     0.221     2.200
     0.390     0.000     0.219     3.356
     0.419     0.000     0.187     4.235
     0.447     0.000     0.179     5.097
     0.477     0.000     0.159     5.603
     0.507     0.000     0.193     6.061
     0.539     0.000     0.174     6.102
     0.572     0.000     0.176     5.803
     0.604     0.000     0.204     5.270
     0.637     0.000     0.211     4.811
     0.669     0.000     0.241     4.249
     0.700     0.000     0.285     3.686
     0.733     0.000     0.342     3.214
     0.764     0.000     0.391     2.666
     0.796     0.000     0.470     2.088
     0.836     0.000     0.512     1.530
     0.866     0.000     0.596     1.318
     0.896     0.000     0.647     1.281
     0.925     0.000     0.670     1.440
     0.951     0.000     0.714     1.719
     0.978     0.000     0.761     2.080
     1.002     0.000     0.854     2.389
     1.026     0.000     0.899     2.751
     1.050     0.000     0.913     3.140
     1.089    -0.166     1.075     3.855
     1.110    -0.172     1.129     4.096
     1.129    -0.179     1.170     4.287
     1.152    -0.340     1.238     4.440
     1.174    -0.356     1.267     4.465
     1.194    -0.370     1.295     4.450
     1.212    -0.384     1.318     4.488
     1.231    -0.396     1.343     4.489
     1.249    -0.408     1.368     4.474
     1.273    -0.423     1.405     4.400
     1.299    -0.438     1.439     4.247
     1.321    -0.450     1.470     4.142
     1.341    -0.461     1.501     3.981
     1.359    -0.470     1.525     3.918
     1.384    -0.481     1.560     3.775
     1.410    -0.490     1.597     3.686
     1.436    -0.501     1.641     3.539
     1.459    -0.509     1.673     3.505
     1.487    -0.521     1.734     3.262
     1.513    -0.532     1.791     3.175
     1.539    -0.539     1.845     3.263
     1.572    -0.686     2.014     3.078
     1.602    -0.704     2.075     2.842
     1.633    -0.725     2.159     2.659
     1.663    -0.744     2.244     2.491
     1.694    -0.762     2.337     2.277
     1.726    -0.781     2.426     2.216
     1.758    -0.798     2.507     2.082
     1.792    -0.816     2.587     1.977
     1.827    -0.833     2.670     1.810
     1.862    -0.843     2.736     1.430
     1.899    -0.862     2.805     1.108
     1.935    -0.886     2.874     0.959
     1.972    -0.906     2.969     0.780
     2.008    -0.925     3.072     0.532
     2.043    -0.941     3.180     0.270
     2.112    -0.992     3.365     0.000
  95 240  62   -1807.864
     0.302     0.000     0.160     0.000
     0.331     0.000     0.191     0.555
     0.354     0.000     0.218     1.373
     0.373     0.000     0.256     2.294
     0.391     0.000     0.264     3.139
     0.409     0.000     0.277     3.864
     0.430     0.000     0.278     4.480
     0.455     0.000     0.253     5.145
     0.484     0.000     0.168     5.346
     0.515     0.000     0.163     5.928
     0.546     0.000     0.204     6.001
     0.592     0.000     0.196     5.610
     0.631     0.000     0.279     4.926
     0.669     0.000     0.272     4.346
     0.710     0.000     0.344     3.596
     0.744     0.000     0.365     2.773
     0.779     0.000     0.436     2.197
     0.810     0.000     0.485     1.601
     0.841     0.000     0.530     1.356
     0.871     0.000     0.577     1.116
     0.902     0.000     0.659     1.204
     0.931     0.000     0.700     1.308
     0.957     0.000     0.719     1.603
     0.987     0.000     0.820     1.835
     1.015     0.000     0.871     2.136
     1.043     0.000     0.925     2.684
     1.070     0.000     1.021     3.056
     1.096     0.000     1.115     3.357
     1.145    -0.194     1.186     3.986
     1.169    -0.356     1.245     4.307
     1.195    -0.376     1.280     4.425
     1.217    -0.393     1.303     4.454
     1.237    -0.406     1.333     4.496
     1.260    -0.422     1.370     4.557
     1.279    -0.433     1.391     4.509
     1.299    -0.441     1.419     4.419
     1.319    -0.454     1.446     4.340
     1.339    -0.462     1.475     4.120
     1.356    -0.471     1.496     4.048
     1.383    -0.483     1.537     3.847
     1.409    -0.496     1.571     3.694
     1.436    -0.508     1.606     3.681
     1.465    -0.519     1.690     3.370
     1.493    -0.526     1.774     3.410
     1.524    -0.544     1.890     3.113
     1.551    -0.555     1.986     3.137
     1.581    -0.693     2.094     2.968
     1.610    -0.706     2.140     2.609
     1.637    -0.726     2.191     2.408
     1.668    -0.738     2.245     2.056
     1.699    -0.760     2.310     1.975
     1.730    -0.772     2.389     1.655
     1.762    -0.791     2.464     1.554
     1.795    -0.812     2.549     1.472
     1.828    -0.831     2.624     1.355
     1.861    -0.853     2.701     1.307
     1.896    -0.860     2.784     0.895
     1.931    -0.875     2.868     0.913
     1.964    -0.896     2.948     0.498
     2.000    -0.915     3.031     0.279
     2.031    -0.937     3.097     0.792
     2.105    -0.972     3.297     0.000
  95 241  63   -1814.698
     0.309     0.000     0.162     0.000
     0.337     0.000     0.184     0.671
     0.360     0.000     0.213     1.561
     0.379     0.000     0.252     2.612
     0.397     0.000     0.271     3.590
     0.420     0.000     0.258     4.282
     0.445     0.000     0.248     5.180
     0.470     0.000     0.247     6.002
     0.502     0.000     0.198     6.280
     0.532     0.000     0.216     6.488
     0.566     0.000     0.173     6.308
     0.598     0.000     0.201     5.833
     0.630     0.000     0.228     5.414
     0.662     0.000     0.236     4.830
     0.694     0.000     0.286     4.123
     0.727     0.000     0.333     3.473
     0.759     0.000     0.377     2.796
     0.795     0.000     0.462     2.077
     0.826     0.000     0.495     1.729
     0.857     0.000     0.564     1.549
     0.887     0.000     0.608     1.359
     0.917     0.000     0.657     1.333
     0.945     0.000     0.726     1.544
     0.974     0.000     0.799     1.892
     1.002     0.000     0.849     2.203
     1.028     0.000     0.900     2.647
     1.055     0.000     0.958     3.119
     1.081     0.000     1.087     3.470
     1.107     0.000     1.139     3.760
     1.147    -0.194     1.204     4.336
     1.176    -0.358     1.265     4.746
     1.196    -0.370     1.299     4.763
     1.216    -0.381     1.338     4.745
     1.238    -0.395     1.375     4.859
     1.265    -0.412     1.423     4.795
     1.289    -0.427     1.448     4.688
     1.311    -0.440     1.456     4.714
     1.335    -0.455     1.471     4.630
     1.363    -0.470     1.498     4.364
     1.390    -0.483     1.526     4.209
     1.418    -0.493     1.585     3.937
     1.444    -0.503     1.635     3.736
     1.468    -0.512     1.686     3.569
     1.495    -0.523     1.745     3.370
     1.523    -0.534     1.804     3.112
     1.552    -0.547     1.865     3.018
     1.582    -0.561     1.931     2.850
     1.613    -0.573     1.995     2.670
     1.645    -0.717     2.171     2.439
     1.674    -0.737     2.236     2.262
     1.706    -0.755     2.306     2.053
     1.737    -0.775     2.377     1.927
     1.770    -0.794     2.473     1.715
     1.803    -0.814     2.578     1.551
     1.836    -0.837     2.691     1.588
     1.872    -0.840     2.797     1.153
     1.909    -0.853     2.873     1.005
     1.943    -0.877     2.931     0.733
     1.979    -0.899     3.006     0.598
     2.016    -0.921     3.100     0.586
     2.050    -0.939     3.202     0.393
